finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
370000614;CH LOCHES;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;48.75;37;60;C;Stable;Centre-Val de Loire
370000713;CH LOUIS SEVESTRE - LA MEMBROLLE;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;100;100;100;A;Positive;Centre-Val de Loire
370002701;CH JEAN PAGES DE LUYNES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;63.75;52;74;C;Négative;Centre-Val de Loire
370007569;PÔLE SANTÉ LÉONARD DE VINCI;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;90;81;96;A;Stable;Centre-Val de Loire
370100539;MAISON READ. FONCT.BOIS GIBERT;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;93.75;86;98;A;Négative;Centre-Val de Loire
380005868;ANNEXE DU CTRE DE SOINS DE VIRIEU- SITE DE BOURGOI;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;76.25;65;85;B;Stable;Auvergne-Rhône-Alpes
380005918;KORIAN LES GRANGES;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Auvergne-Rhône-Alpes
380009928;CENTRE MEDICAL ROCHEPLANE LES ANGUISSES;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;82.5;72;90;B;Stable;Auvergne-Rhône-Alpes
380012658;GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Auvergne-Rhône-Alpes
380017095;CRF ST VINCENT DE PAUL;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;0;0;0;C;Négative;Auvergne-Rhône-Alpes
380780023;HOPITAL RHUMATOLOGIQUE URIAGE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;86.25;77;93;B;Positive;Auvergne-Rhône-Alpes
380780031;CH DE LA MURE;Oui;Oui;ES non contrôlé;62;25.81;15;39;C;;ES non contrôlé;63;66.67;54;78;C;Positive;Auvergne-Rhône-Alpes
380780056;CTRE HOSPITALIER PONT BEAUVOISIN;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Auvergne-Rhône-Alpes
380780072;CENTRE HOSPITALIER DE RIVES;Oui;Oui;Recueil Validé;80;93.75;86;98;A;;Recueil Validé;80;86.25;77;93;B;Stable;Auvergne-Rhône-Alpes
380780080;CHU GRENOBLE;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
380780098;CENTRE HOSPITALIER  DE TULLINS;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Auvergne-Rhône-Alpes
380780171;CENTRE HOSPITALIER SAINT-MARCELLIN;Oui;Oui;Recueil Validé;80;75;64;84;B;;Recueil Validé;80;91.25;83;97;A;Positive;Auvergne-Rhône-Alpes
380780213;CENTRE HOSPITALIER  ST LAURENT DU PONT;Oui;Oui;Recueil Validé;80;90;81;96;A;;Recueil Validé;80;90;81;96;A;Stable;Auvergne-Rhône-Alpes
380780239;HOPITAL LOCAL DE ST.GEOIRE EN VALDAINE;Oui;Oui;ES non contrôlé;80;18.75;11;29;C;;ES non contrôlé;80;77.5;67;86;B;Stable;Auvergne-Rhône-Alpes
380780312;CLINIQUE DU GRESIVAUDAN;Oui;Oui;ES non contrôlé;63;63.49;50;75;C;;ES non contrôlé;59;94.92;86;99;A;Stable;Auvergne-Rhône-Alpes
380780379;CENTRE HENRI BAZIRE;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Auvergne-Rhône-Alpes
380781138;CENTRE DE SOINS DE VIRIEU - SITE DE VIRIEU;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;87.5;78;94;B;Stable;Auvergne-Rhône-Alpes
380781351;H. LOCAL DUFEILLANT- BEAUREPAIRE;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;77.5;67;86;B;Stable;Auvergne-Rhône-Alpes
380781369;LE MAS DES CHAMPS - ST PRIM;Oui;Oui;ES non contrôlé;80;35;25;47;C;;ES non contrôlé;80;90;81;96;A;Positive;Auvergne-Rhône-Alpes
380781435;CENTRE HOSPITALIER DE VIENNE;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;81.25;71;89;B;Positive;Auvergne-Rhône-Alpes
380782698;HOPITAL LOCAL LA TOUR DU PIN;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
380782771;HOPITAL LOCAL DE MORESTEL;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;87.5;78;94;B;Positive;Auvergne-Rhône-Alpes
390000172;CENTRE MEDICAL LA GRANGE/MONT;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;100;100;100;A;Stable;Bourgogne-Franche-Comté
390780146;CH LONS;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Bourgogne-Franche-Comté
390780153;CH MOREZ;Oui;Oui;ES non contrôlé;44;34.09;20;50;C;;ES non contrôlé;49;100;100;100;A;Positive;Bourgogne-Franche-Comté
390780161;CH ST CLAUDE;Oui;Oui;ES non contrôlé;49;38.78;25;54;C;;ES non contrôlé;50;82;69;91;B;Stable;Bourgogne-Franche-Comté
390780179;CH SALINS LES BAINS;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;83.75;74;91;B;Négative;Bourgogne-Franche-Comté
390780609;CH PASTEUR DOLE;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Bourgogne-Franche-Comté
390781193;CENTRE DE POST CURE BLETTERANS;Oui;Oui;ES non contrôlé;80;41.25;30;53;C;;ES non contrôlé;80;51.25;40;63;C;Stable;Bourgogne-Franche-Comté
400000261;INSTITUT HÉLIO-MARIN LABENNE;Oui;Oui;ES non contrôlé;36;91.67;77;98;B;;ES non contrôlé;60;100;100;100;A;Positive;Nouvelle Aquitaine
400011177;CH DE MONT DE MARSAN;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;70;59;80;B;Stable;Nouvelle Aquitaine
400780102;CTRE REEDUC. FONCTION. NAPOLEON;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;85;75;92;B;Stable;Nouvelle Aquitaine
400780193;CENTRE HOSPITALIER DAX;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;32.5;22;44;C;Stable;Nouvelle Aquitaine
400780268;HOPITAL SAINT SEVER;Oui;Oui;Recueil Validé;80;73.75;63;83;B;;Recueil Validé;80;65;53;75;C;Négative;Nouvelle Aquitaine
400780375;CLINIQUE MAYLIS;Oui;Oui;ES non contrôlé;63;68.25;55;79;C;;ES non contrôlé;64;96.88;89;99;A;Stable;Nouvelle Aquitaine
400780383;MAISON SAINT LOUIS;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;100;100;100;A;Positive;Nouvelle Aquitaine
400780425;S.A.R.L    PRIMEROSE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Nouvelle Aquitaine
400780466;LE BELVEDERE;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;78.75;68;87;B;Stable;Nouvelle Aquitaine
400780482;CENTRE MED.INFANTILE MONTPRIBAT;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;1;100;;;Effectif < 10;Non Calculable;Nouvelle Aquitaine
400782769;POLYCLINIQUE LES CHENES;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;78.75;68;87;B;Positive;Nouvelle Aquitaine
400791018;CENTRE EUROPEEN DE REEDUCATION DU SPORTIF (CERS);Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;2.5;0;9;C;Négative;Nouvelle Aquitaine
410000087;C. H. DE BLOIS;Oui;Oui;ES non contrôlé;80;35;25;47;C;;ES non contrôlé;80;66.25;55;76;C;Stable;Centre-Val de Loire
410000095;C. H. VENDOME;Oui;Oui;ES non contrôlé;77;71.43;60;81;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Centre-Val de Loire
410000103;C. H. ROMORANTIN LANTHENAY;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;95;88;99;A;Stable;Centre-Val de Loire
410000111;H. L. ST AIGNAN SUR CHER;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;88.75;80;95;B;Positive;Centre-Val de Loire
410000145;H. L.  MONTRICHARD;Oui;Oui;ES non contrôlé;26;0;0;0;C;;ES non contrôlé;24;79.17;58;93;B;Stable;Centre-Val de Loire
410000152;H.L. DE SELLES SUR CHER;Oui;Oui;ES non contrôlé;54;44.44;31;59;C;;ES non contrôlé;56;83.93;72;92;B;Stable;Centre-Val de Loire
410000418;INSTITUT MEDICAL DE SOLOGNE;Oui;Oui;ES non contrôlé;80;3.75;1;11;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Centre-Val de Loire
410000442;CENTRE MEDICAL LA MENAUDIERE;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;91.25;83;97;A;Négative;Centre-Val de Loire
410005284;THERAE CENTRE MEDICAL;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Centre-Val de Loire
420000192;CLINIQUE MEDICALE BUISSONNIERE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;77.5;67;86;B;Positive;Auvergne-Rhône-Alpes
420000325;HOPITAL LOCAL ST PIERRE DE BOEUF;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;68.75;57;79;C;Stable;Auvergne-Rhône-Alpes
420002495;HOPITAL DU GIER;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;61.25;50;72;C;Stable;Auvergne-Rhône-Alpes
420002677;CENTRE MUTUALISTE D'ADDICTOLOGIE;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;92.5;84;97;A;Positive;Auvergne-Rhône-Alpes
420011512;LE CLOS CHAMPIROL;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;100;100;100;A;Positive;Auvergne-Rhône-Alpes
420013831;CENTRE HOSPITALIER DU FOREZ;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
420014110;GCS CHU CTRE ARGENTIERE SRPR-HOP NORD;Non;Oui;ES non contrôlé;24;95.83;79;99;B;;ES non contrôlé;24;62.5;41;81;B;Stable;Auvergne-Rhône-Alpes
420780033;CENTRE HOSPITALIER DE ROANNE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Auvergne-Rhône-Alpes
420780041;HOP LOCAL DE ST JUST LA PENDUE;Oui;Oui;ES non contrôlé;33;51.52;34;69;C;;ES non contrôlé;33;96.97;84;99;A;Stable;Auvergne-Rhône-Alpes
420780058;HOPITAL LOCAL DE CHARLIEU;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;56.25;45;67;C;Stable;Auvergne-Rhône-Alpes
420780652;CENTRE HOSPITALIER DE FIRMINY;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;70;59;80;B;Négative;Auvergne-Rhône-Alpes
420780660;CENTRE HOSPITALIER G. CLAUDINON;Oui;Oui;ES non contrôlé;79;64.56;53;75;C;;ES non contrôlé;80;95;88;99;A;Stable;Auvergne-Rhône-Alpes
420780694;HOP. LOCAL ST BONNET LE CHATEAU;Oui;Oui;ES non contrôlé;80;5;1;12;C;;ES non contrôlé;80;47.5;36;59;C;Stable;Auvergne-Rhône-Alpes
420780702;HOPITAL LOCAL DE CHAZELLES/LYON;Oui;Oui;ES non contrôlé;53;5.66;1;16;C;;ES non contrôlé;54;98.15;90;99;A;Stable;Auvergne-Rhône-Alpes
420780736;HOPITAL LOCAL DE PELUSSIN;Oui;Oui;ES non contrôlé;64;51.56;39;64;C;;ES non contrôlé;65;30.77;20;43;C;Stable;Auvergne-Rhône-Alpes
420781791;HOPITAL LOCAL DE BOEN;Oui;Oui;ES non contrôlé;68;69.12;57;80;B;;ES non contrôlé;76;82.89;72;91;B;Non Calculable;Auvergne-Rhône-Alpes
420782096;CENTRE MEDICAL DES 7 COLLINES;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;68.75;57;79;C;Négative;Auvergne-Rhône-Alpes
420782591;CLINIQUE NOUVELLE DU FOREZ;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Auvergne-Rhône-Alpes
420784878;CHU SAINT ETIENNE;Oui;Oui;ES non contrôlé;74;82.43;72;90;B;;ES non contrôlé;80;76.25;65;85;B;Positive;Auvergne-Rhône-Alpes
420793697;ALMA SANTE;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;80;46.25;35;58;C;Positive;Auvergne-Rhône-Alpes
430000018;C.H. EMILE ROUX LE PUY;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;83.75;74;91;B;Stable;Auvergne-Rhône-Alpes
430000034;CENTRE HOSPITALIER  BRIOUDE;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;81.25;71;89;B;Stable;Auvergne-Rhône-Alpes
430000091;CH D'YSSINGEAUX;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Auvergne-Rhône-Alpes
430000141;MS CONV. ST JOSEPH - ROSIERS;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;62.5;51;73;C;Négative;Auvergne-Rhône-Alpes
430000158;MS REP. BEAUREGARD - CHADRAC;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;98.75;93;99;A;Stable;Auvergne-Rhône-Alpes
430000166;MS REP.  JALAVOUX - AIGUILHE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;83.75;74;91;B;Négative;Auvergne-Rhône-Alpes
430000182;MS REP. HORT MELLEYR-MONASTIER;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Auvergne-Rhône-Alpes
430000216;CENTRE MEDICAL D'OUSSOULX;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;70;59;80;B;Négative;Auvergne-Rhône-Alpes
430007450;CENTRE MEDICAL SPECIALISE LE CHAMBON SUR LIGNON;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;91.25;83;97;A;Positive;Auvergne-Rhône-Alpes
440000057;CENTRE HOSPITALIER   ST-NAZAIRE;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;30;20;41;C;Positive;Pays de la Loire
440000065;CENTRE HOSPITALIER DE MAUBREUIL;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Pays de la Loire
440000255;CRFF LA TOURMALINE;Oui;Oui;ES non contrôlé;69;85.51;75;93;B;;ES non contrôlé;69;79.71;68;89;B;Négative;Pays de la Loire
440000289;C.H.U. DE NANTES;Oui;Oui;ES non contrôlé;80;40;29;52;C;;ES non contrôlé;80;75;64;84;B;Positive;Pays de la Loire
440000313;CH CHATEAUBRIANT NOZAY POUANCE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Pays de la Loire
440000347;HOPITAL LOCAL CORCOUE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;95;88;99;A;Stable;Pays de la Loire
440000412;CLINIQUE BRETECHE VIAUD;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;71.25;60;81;B;Négative;Pays de la Loire
440000693;CENTRE DE CONVALESCENCE SAINT SEBASTIEN;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;92.5;84;97;A;Positive;Pays de la Loire
440000701;ETAB. DE CONVAL.ROZ ARVOR;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Pays de la Loire
440000719;CENTRE THERAPEUTIQUE ALCOOLIQUE LA BARONNAIS;Oui;Oui;ES non contrôlé;51;11.76;4;24;C;;ES non contrôlé;51;84.31;71;93;B;Positive;Pays de la Loire
440000859;HOPITAL LOCAL LOIRE ET SILLON;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Pays de la Loire
440002459;CENTRE DE CONVALESCENCE SOINS DE SUITE LE BODIO;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;76.25;65;85;B;Positive;Pays de la Loire
440003267;HOPITAL LOCAL CLISSON;Oui;Oui;ES non contrôlé;70;65.71;53;77;C;;ES non contrôlé;74;47.3;36;59;C;Négative;Pays de la Loire
440024669;CENTRE DE SOINS DE SUITE LE BOIX RIGNOUX;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Pays de la Loire
440028538;HIC DE LA PRESQU'ILE;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;83.75;74;91;B;Stable;Pays de la Loire
440041531;HOPITAL LOCAL INTERCOMMUNAL PAYS DE RETZ;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;68.75;57;79;C;Stable;Pays de la Loire
440042141;H INTERCOMMUNAL SEVRE ET LOIRE;Oui;Oui;ES non contrôlé;80;7.5;3;16;C;;ES non contrôlé;80;82.5;72;90;B;Positive;Pays de la Loire
440044451;CENTRE DE SOINS SUITE SITE SAINT HENRI;Oui;Oui;ES non contrôlé;80;66.25;55;76;C;;ES non contrôlé;80;80;70;88;B;Négative;Pays de la Loire
440046944;CENTRE DE SOINS DE SUITE DU CONFLUENT;Oui;Oui;ES non contrôlé;65;76.92;65;87;B;;ES non contrôlé;67;79.1;67;88;B;Stable;Pays de la Loire
440048676;CENTRE DE RÉADAPTATION DU CONFLUENT;Oui;Oui;ES non contrôlé;33;87.88;72;97;B;;ES non contrôlé;33;69.7;51;84;B;Stable;Pays de la Loire
440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;Oui;Oui;ES non contrôlé;63;28.57;18;41;C;;ES non contrôlé;80;57.5;46;69;C;Stable;Pays de la Loire
440053387;CMPR COTE D'AMOUR;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;81.25;71;89;B;Non Calculable;Pays de la Loire
440053643;CENTRE HOSPITALIER ERDRE ET LOIRE;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;67.5;56;78;C;Non Calculable;Pays de la Loire
450000088;C.H.R. ORLEANS;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;100;100;100;A;Stable;Centre-Val de Loire
450000096;"C.H. "" P. DEZARNAULD"" DE GIEN";Oui;Oui;Recueil Validé;80;90;81;96;A;;Recueil Validé;80;67.5;56;78;C;Positive;Centre-Val de Loire
450000104;C.H. AGGLOMERATION MONTARGOISE;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;67.5;56;78;C;Stable;Centre-Val de Loire
450000112;C.H. DE PITHIVIERS;Oui;Oui;ES non contrôlé;73;31.51;21;43;C;;ES non contrôlé;78;15.38;8;25;C;Stable;Centre-Val de Loire
450000138;HL BEAUGENCY;Oui;Oui;ES non contrôlé;34;29.41;15;48;C;;ES non contrôlé;35;94.29;81;99;A;Positive;Centre-Val de Loire
450000146;HL BEAUNE LA ROLANDE;Oui;Oui;ES non contrôlé;35;51.43;34;69;C;;ES non contrôlé;35;91.43;77;98;B;Positive;Centre-Val de Loire
450000153;HL PIERRE LEBRUN;Oui;Oui;ES non contrôlé;47;34.04;21;49;C;;ES non contrôlé;54;92.59;82;98;A;Positive;Centre-Val de Loire
450000161;HL SULLY;Oui;Oui;ES non contrôlé;36;66.67;49;81;B;;ES non contrôlé;36;69.44;52;84;B;Stable;Centre-Val de Loire
450000286;MRC LES BUISSONNETS;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;78.75;68;87;B;Stable;Centre-Val de Loire
450000294;ORELIANCE - REINE BLANCHE;Oui;Oui;Recueil Validé;66;10.61;4;21;C;;Recueil Validé;73;97.26;90;99;A;Stable;Centre-Val de Loire
450000336;"H. PRIVE ""SAINT JEAN"" DE BRIARE";Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;83.75;74;91;B;Positive;Centre-Val de Loire
450000526;CMPR L'A.D.A.P.T. LOIRET;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;100;100;100;A;Positive;Centre-Val de Loire
450002456;MAISON  READ. FONCT.LE COTEAU;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;87.5;78;94;B;Positive;Centre-Val de Loire
450012968;CLINIQUE DE MONTARGIS;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;80;48.75;37;60;C;Négative;Centre-Val de Loire
450013081;MRC LA CIGOGNE;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;97.5;91;99;A;Positive;Centre-Val de Loire
450014956;M. R. ET C. LES SABLONS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;61.25;50;72;C;Positive;Centre-Val de Loire
450015144;MRC DOMAINE DE LONGUEVE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Centre-Val de Loire
460000060;CENTRE MEDICAL LA ROSERAIE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;91.25;83;97;A;Positive;Occitanie
460006083;CSSR NOTRE DAME;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Occitanie
460006349;SSR BEAUSEJOUR;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;91.25;83;97;A;Non Calculable;Occitanie
460780042;CLINIQUE DU QUERCY BELLEVUE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;83.75;74;91;B;Positive;Occitanie
460780083;CH FIGEAC;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;95;88;99;A;Stable;Occitanie
460780091;CH SAINT-CERE;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;83.75;74;91;B;Stable;Occitanie
460780208;CH GOURDON;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;90;81;96;A;Stable;Occitanie
460785900;CLINIQUE DU RELAIS;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;91.25;83;97;A;Positive;Occitanie
470000027;CLINIQUE ESQUIROL - SAINT-HILAIRE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;90;81;96;A;Stable;Nouvelle Aquitaine
470000175;CENTRE DELESTRAINT-FABIEN;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
470000308;CENTRE DE RÉÉDUCATION FONCTIONNELLE L'ADAPT VIRAZE;Oui;Oui;ES non contrôlé;71;69.01;57;80;B;;ES non contrôlé;70;84.29;74;92;B;Négative;Nouvelle Aquitaine
470000324;CENTRE HOSPITALIER DE VILLENEUVE;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;36.25;26;48;C;Stable;Nouvelle Aquitaine
470000357;HOPITAL LOCAL CASTELJALOUX;Oui;Oui;ES non contrôlé;80;6.25;2;14;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
470000365;HOPITAL LOCAL DE PENNE D'AGENAIS;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
470000381;CH LA CANDELIE;Oui;Oui;ES non contrôlé;58;74.14;61;85;B;;ES non contrôlé;58;94.83;86;99;A;Positive;Nouvelle Aquitaine
470000407;CENTRE HOSPITALIER DE FUMEL - ELISABETH DESARNAUTS;Oui;Oui;ES non contrôlé;43;18.6;8;33;C;;ES non contrôlé;43;90.7;78;98;B;Stable;Nouvelle Aquitaine
470001660;CH MARMANDE TONNEINS;Oui;Oui;Recueil Validé;80;87.5;78;94;B;;Recueil Validé;80;90;81;96;A;Stable;Nouvelle Aquitaine
470002627;M.E.C.S.TEMPORAIRE SPECIALISEE;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;0;;;;;;Nouvelle Aquitaine
470003062;MECS TEMPORAIRE DE PUJOLS;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;0;;;;;;Nouvelle Aquitaine
470010364;M DE REPOS ET CONV LA PALOUMERE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Nouvelle Aquitaine
470016171;CENTRE HOSPITALIER AGEN-NERAC;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;91.25;83;97;A;Non Calculable;Nouvelle Aquitaine
480000793;CENTRE CONVALESCENCE CCA ANTRENAS;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Occitanie
480000835;MAISON STE MARIE;Oui;Oui;ES non contrôlé;80;20;12;30;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Occitanie
480780097;CH MENDE;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Occitanie
480780139;HL FLORAC;Oui;Oui;ES non contrôlé;48;93.75;83;99;A;;ES non contrôlé;52;98.08;90;99;A;Positive;Occitanie
480780154;HL MARVEJOLS;Oui;Oui;ES non contrôlé;67;38.81;27;52;C;;ES non contrôlé;67;28.36;18;41;C;Stable;Occitanie
480780212;"CENTRE POST CURE ALCOOLIQUE ""LE BOY""";Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Occitanie
480780287;MAISON DE REPOS LES TILLEULS;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;66.25;55;76;C;Négative;Occitanie
