finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
370000481;CHU DE TOURS;370004467;CHRU TROUSSEAU - CHAMBRAY;Centre-Val de Loire;1- Obligatoire;1- Oui;791;72,74;C;2-Stable;791;73.8;791;81.23;791;79.83;791;67.24;791;57.96;791;63.58;57,5;789
370007569;POLE SANTE LEONARD DE VINCI;370007569;PÔLE SANTÉ LÉONARD DE VINCI;Centre-Val de Loire;1- Obligatoire;1- Oui;912;77,15;B;2-Stable;912;79.06;912;82.33;912;82.79;912;78.03;912;61.73;912;67.55;66,3;910
380780031;CH DE LA MURE;380000026;CH FABRICE MARCHIOL LA MURE;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
380780049;CENTRE HOSPITALIER PIERRE OUDOT;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;318;71,52;C;3-Amélioration;318;69.22;318;80.41;318;77.05;318;70.47;318;64.11;318;61.13;51,1;317
380780056;CH YVES TOURAINE;380000042;CH YVES TOURAINE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;79;72,13;C;4-Non calculable;79;76.8;79;79.6;79;76.64;79;71.07;79;73.57;79;52.99;42,3;78
380780072;CH DE RIVES;380000059;CH DE RIVES;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
380780080;CHU GRENOBLE;380000067;HOPITAL NORD - CHU38;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2328;71,68;C;2-Stable;2328;71.95;2328;80.24;2328;78.59;2328;69.2;2328;51.89;2328;62.93;54,1;2319
380780171;CH DE SAINT MARCELLIN;380000091;CH DE SAINT MARCELLIN;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
380780213;CH DE SAINT LAURENT DU PONT;380000109;CH DE SAINT LAURENT DU PONT;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
380781435;CENTRE HOSPITALIER LUCIEN HUSSEL;380000174;CH LUCIEN HUSSEL DE VIENNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;77;66,67;D;1-Diminution;77;67.32;77;75.12;77;72.6;77;62.12;77;50.41;77;60.16;23,4;77
380784751;CH DE VOIRON;380000406;CENTRE HOSPITALIER DE VOIRON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;372;70,97;C;2-Stable;372;63.87;372;80.74;372;79.79;372;69.86;372;66.27;372;60.78;53,9;371
380012658;GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;752;75,18;B;2-Stable;752;73.15;752;83.65;752;83.91;752;73.09;752;55.15;752;67.82;70;751
380020123;CLINIQUE DES COTES DU RHONE;380020123;CLINIQUE DES COTES DU RHONE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
380780197;CLINIQUE SAINT VINCENT DE PAUL MATERNITE CATHOLIQUE;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;729;73,14;C;1-Diminution;729;76.14;729;80.79;729;79.46;729;75.28;729;56.87;729;58.37;57,5;727
380780288;CLINIQUE MEDICO-CHIRURGICALE DE CHARTREUSE A VOIRON;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;157;75,36;B;2-Stable;157;73.86;157;82.55;157;81.13;157;75.25;157;64.75;157;65.89;66,7;156
380780080;CHU GRENOBLE;380782722;HOPITAL SUD - CHU38;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;134;74,64;B;3-Amélioration;134;78.05;134;83.81;134;80.13;134;67.5;134;52.65;134;67.55;62,1;132
380785956;CLINIQUE DES CÈDRES;380785956;CLINIQUE DES CEDRES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1045;77;B;1-Diminution;1045;77.35;1045;83.23;1045;83.35;1045;75.72;1045;64.76;1045;67.85;63;1041
380786442;CLINIQUE BELLEDONNE ST-MARTIN-D'HERES;380786442;CLINIQUE BELLEDONNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1016;74,95;B;2-Stable;1016;73.61;1016;82.54;1016;82.27;1016;72.58;1016;58.44;1016;66.98;62,6;1015
390780146;CENTRE HOSPITALIER LONS LE SAUNIER;390000040;CH LONS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
390780161;CH LOUIS JAILLON SAINT CLAUDE;390000065;CH LOUIS JAILLON SAINT CLAUDE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
390780609;CENTRE HOSPITALIER L PASTEUR DOLE;390000222;CH LOUIS PASTEUR DOLE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;328;72,38;C;2-Stable;328;72.82;328;80.19;328;78.94;328;69.8;328;66.45;328;60.15;50,9;328
390780559;CLINIQUE DU JURA;390780559;CLINIQUE DU JURA;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;34;77,99;A;2-Stable;34;77.32;34;85.87;34;84.5;34;77.79;34;54.33;34;71.31;88,2;34
390780575;HOSPITALIA MUTUALITE POLYCLINIQUE DU PARC;390780575;HOSPITALIA MUTUALITE PDP;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;135;80,68;A;2-Stable;135;81.27;135;85.51;135;85.44;135;78;135;75.29;135;72.7;79,9;134
390781193;UNITE DE SOINS PLURIDISCIPLINAIRES DE BLETTERANS;390781193;MAISON SOINS ADLCA BLETTERANS;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
400780193;CENTRE HOSPITALIER DE DAX COTE D'ARGENT;400000105;CENTRE HOSPITALIER DAX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;290;72,35;C;2-Stable;290;71.26;290;80.56;290;78.27;290;70.79;290;65.55;290;61.63;44,6;289
400011177;CENTRE HOSPITALIER DE MONT DE MARSAN;400000139;CENTRE HOSPITALIER DE MONT DE MARSAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;79;73,37;C;1-Diminution;79;74.22;79;81.49;79;80.41;79;69.5;79;63.35;79;61.05;53,2;77
400780359;CLINIQUE DES LANDES;400780359;CLINIQUE DES LANDES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;163;78,68;A;2-Stable;163;80.52;163;83.13;163;83.32;163;80.9;163;62.78;163;70.4;73;163
400782769;POLYCLINIQUE LES CHENES;400782769;POLYCLINIQUE DE L'ADOUR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
410000087;CH DE BLOIS;410000020;CH BLOIS SIMONE VEIL;Centre-Val de Loire;1- Obligatoire;1- Oui;203;73,29;C;2-Stable;203;74.45;203;81.09;203;80.14;203;66.66;203;61.82;203;64.56;45;202
410000095;CH DE VENDOME;410000038;CH VENDOME - MONTOIRE;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
410000103;CH DE ROMORANTIN-LANTHENAY;410000046;CH ROMORANTIN-LANTHENAY;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
410000111;CH DE ST AIGNAN;410000053;CH SAINT AIGNAN;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
410000202;POLYCLINIQUE BLOIS;410000202;POLYCLINIQUE BLOIS;Centre-Val de Loire;1- Obligatoire;1- Oui;295;76,66;B;2-Stable;295;81.51;295;80.82;295;79.97;295;77.5;295;63.83;295;66.66;70,4;294
410004998;CLINIQUE DU SAINT COEUR - VENDOME;410004998;CLINIQUE DU SAINT COEUR - VENDOME;Centre-Val de Loire;1- Obligatoire;1- Oui;156;74,95;B;2-Stable;156;76.15;156;81.77;156;81.32;156;72.27;156;65.69;156;64.39;62,2;156
420780033;CH DE ROANNE;420000010;CENTRE HOSPITALIER DE ROANNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;620;73,91;C;3-Amélioration;620;75.33;620;81.97;620;79.82;620;70.2;620;58.77;620;65.38;45,8;614
420000192;CLINIQUE MEDICALE LA BUISSONNIÈRE;420000192;CLINIQUE MEDICALE LA BUISSONNIERE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
420013831;CENTRE HOSPITALIER DU FOREZ;420000226;CH DU FOREZ SITE DE MONTBRISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;187;74,9;B;4-Non calculable;187;75.58;187;81.8;187;80.14;187;78.21;187;63.42;187;62.42;65,8;187
420780652;CH DE FIRMINY;420000234;CENTRE HOSPITALIER DE FIRMINY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;53;68,49;D;1-Diminution;53;64.78;53;81.47;53;79.08;53;64.7;53;54.06;53;54.35;40,4;52
420013831;CENTRE HOSPITALIER DU FOREZ;420000267;CH DU FOREZ SITE DE FEURS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
420010050;CLINIQUE MUTUALISTE CHIRURGICALE;420010050;CLINIQUE MUTUALISTE MFL SSAM;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;151;78,25;A;3-Amélioration;151;76.44;151;82.81;151;84.71;151;75.87;151;66.52;151;74.16;77,5;151
420013492;GCS-ES INSTIT. CANCER. LUCIEN NEUWIRTH;420010241;INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;38;76,63;B;4-Non calculable;38;74.82;38;85.35;38;82.99;38;81.28;38;49.7;38;67.36;64,9;37
420011413;HOPITAL PRIVE DE LA LOIRE;420011413;HOPITAL PRIVE DE LA LOIRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;586;72,01;C;2-Stable;586;68.83;586;79.91;586;82.19;586;72.77;586;54.98;586;61.67;48,1;586
420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;169;74,21;B;2-Stable;169;72.88;169;79.3;169;79.73;169;76.52;169;63.81;169;65.26;58,6;169
420002495;HOPITAL DU GIER;420780637;HOPITAL DU GIER - MCO;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;60;73,98;C;1-Diminution;60;70.61;60;82.35;60;81.71;60;74.99;60;64.83;60;64.2;61;59
420782310;CLINIQUE MEDICO CHIRURGICALE DE RENAISON;420782310;CLINIQUE DU RENAISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;304;74,9;B;2-Stable;304;75.68;304;82.57;304;82.78;304;71.7;304;61.27;304;64.18;57,6;304
420784878;CHU SAINT ETIENNE;420782567;HOPITAL DE LA CHARITE - CHU42;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
420784878;CHU SAINT ETIENNE;420785354;HOPITAL NORD - CHU42;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;620;72,58;C;2-Stable;620;73.03;620;80.72;620;79.39;620;71.49;620;58.21;620;60.85;56;618
430000109;CLINIQUE BON SECOURS;430000109;CLINIQUE BON SECOURS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;89;78,66;A;4-Non calculable;89;81.51;89;84.18;89;84.06;89;75.28;89;63.44;89;71.46;68,5;89
430000018;CENTRE HOSPITALIER DU PUY;430000117;CENTRE HOSPITALIER LE PUY - EMILE ROUX;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;316;70,03;D;1-Diminution;316;70.04;316;78.94;316;74.62;316;70.84;316;66.33;316;55.13;43,5;315
430000034;CENTRE HOSPITALIER SECTEUR DE BRIOUDE;430000190;CTRE HOSPITALIER DE SECTEUR DE BRIOUDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
430007450;CLINIQUE DU CHAMBON;430007450;CLINIQUE KORIAN LE HAUT LIGNON;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;31;77,44;A;4-Non calculable;31;78.55;31;85.85;31;81.72;31;76.56;31;75.4;31;63.7;51,6;31
440000057;CENTRE HOSPITALIER DE SAINT- NAZAIRE;440000016;CENTRE HOSPITALIER DE SAINT- NAZAIRE;Pays de la Loire;1- Obligatoire;1- Oui;164;73,18;C;2-Stable;164;72.09;164;80.33;164;78.52;164;73.5;164;62.19;164;64.42;46,3;164
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440000271;CHU DE NANTES :SITE HÔTEL-DIEU- HME;Pays de la Loire;1- Obligatoire;1- Oui;1286;70,33;D;2-Stable;1286;70.61;1286;79.8;1286;78.41;1286;61.93;1286;52.88;1286;62.61;46,5;1285
440053643;CENTRE HOSPITALIER ERDRE ET LOIRE;440000396;CENTRE HOSPITALIER ANCENIS;Pays de la Loire;1- Obligatoire;1- Oui;185;73,57;C;1-Diminution;185;74.36;185;82.59;185;79.27;185;70.65;185;57.55;185;65.12;60;185
440000404;CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL;440000404;CLINIQUE STE-MARIE;Pays de la Loire;1- Obligatoire;1- Oui;95;74,98;B;2-Stable;95;74.69;95;80.77;95;80.21;95;75.4;95;62.99;95;66.25;46,8;94
440000412;CLINIQUE  BRETECHE;440000412;CLINIQUE  BRETECHE;Pays de la Loire;1- Obligatoire;1- Oui;560;74,83;B;2-Stable;560;73.89;560;82.7;560;83.86;560;71.56;560;57.38;560;65.67;57,1;559
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440000453;CHU DE NANTES :SITE HOPITAL BELLIER;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;440000487;UROLOGIE NANTES CLIN ET INSTIT URO;Pays de la Loire;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
440000313;CTRE HOSPITALIER  INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE;440000503;CENTRE HOSPITALIER CHATEAUBRIANT;Pays de la Loire;1- Obligatoire;1- Oui;145;72,74;C;2-Stable;145;71.99;145;81.37;145;77.12;145;72.76;145;63.32;145;62;49,7;145
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;440000560;CH LVO: SITE DE MACHECOUL;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
440001113;INSTITUT DE CANCEROLOGIE DE L'OUEST - CENTRE RENE GAUDUCHEAU;440001113;ICO - SITE GAUDUCHEAU;Pays de la Loire;1- Obligatoire;1- Oui;161;79,91;A;2-Stable;161;81.04;161;87.47;161;86.57;161;75.88;161;69.75;161;67.99;87;161
440028538;HOPITAL  INTERCOMMUNAL DE LA PRESQU'ILE GUERANDE LE CROISIC;440001253;CENTRE HOSPITALIER DE LA  PRESQU'ILE;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
440041531;HOPITAL INTERCOMMUNAL  DU PAYS DE RETZ;440001287;HOPITAL DE PORNIC LA CHAUSSEE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
440002020;POLYCLINIQUE DE L'EUROPE;440002020;POLYCLINIQUE DE L'EUROPE;Pays de la Loire;1- Obligatoire;1- Oui;204;78,81;A;2-Stable;204;82.55;204;83.66;204;82.53;204;77.99;204;74.43;204;66.88;78,9;204
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440017598;CHU DE NANTES : HOPITAL G. R. LAENNEC;Pays de la Loire;1- Obligatoire;1- Oui;163;72,13;C;2-Stable;163;74.29;163;81.44;163;79.55;163;66.76;163;53.87;163;61.95;52,8;163
440024982;CLINIQUE SAINT-AUGUSTIN;440024982;CLINIQUE SAINT-AUGUSTIN;Pays de la Loire;1- Obligatoire;1- Oui;141;74,09;B;3-Amélioration;141;72.59;141;82.46;141;83.38;141;71.79;141;46.98;141;68.07;46;139
440029338;CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES;440029338;CLINIQUE J.VERNE- POLE HOSP MUTUALISTE;Pays de la Loire;1- Obligatoire;1- Oui;1782;73,44;C;2-Stable;1782;74.11;1782;82.51;1782;82.18;1782;70.38;1782;58.17;1782;60.33;66,8;1781
440029379;CLINIQUE JULES VERNE;440029379;CLINIQUE JULES VERNE;Pays de la Loire;1- Obligatoire;1- Oui;557;74,78;B;2-Stable;557;74.28;557;81.23;557;81.94;557;72.62;557;53.46;557;69.58;62,9;556
440033819;POLYCLINIQUE DE L'ATLANTIQUE;440033819;SANTE ATLANTIQUE;Pays de la Loire;1- Obligatoire;1- Oui;1291;73,22;C;2-Stable;1291;73.39;1291;81.09;1291;81.35;1291;73.24;1291;56.87;1291;60.83;53,7;1291
440041580;NOUVELLES CLINIQUES NANTAISES;440041580;L'HOPITAL PRIVE DU CONFLUENT;Pays de la Loire;1- Obligatoire;1- Oui;1594;74,97;B;2-Stable;1594;75.41;1594;82.71;1594;81.63;1594;74.85;1594;55.66;1594;65.49;57,5;1592
440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;Pays de la Loire;1- Obligatoire;1- Oui;297;75,56;B;2-Stable;297;77.06;297;81.9;297;80.53;297;76.79;297;56.77;297;66.64;61,8;296
450000096;CH DE GIEN;450000047;CH DEZARNAULDS - GIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;138;70,03;D;2-Stable;138;68.65;138;79.1;138;76.5;138;70.53;138;58.32;138;58.61;34,8;138
450000104;C H AGGLOMERATION MONTARGOISE;450000062;CH AGGLOMERATION MONTARGOISE;Centre-Val de Loire;1- Obligatoire;1- Oui;68;71,27;C;2-Stable;68;72.43;68;80.58;68;77.18;68;65.58;68;58.62;68;62.64;35,3;68
450000112;CH DE PITHIVIERS;450000070;CH PITHIVIERS;Centre-Val de Loire;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
450000237;CLINIQUE JEANNE D'ARC - GIEN;450000237;CLINIQUE JEANNE D'ARC - GIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;99;71,53;C;3-Amélioration;99;72.41;99;79.72;99;76.41;99;75.57;99;53.82;99;57.56;46,9;98
450000245;CLINIQUE L'ARCHETTE;450000245;CLINIQUE L'ARCHETTE;Centre-Val de Loire;1- Obligatoire;1- Oui;133;76,39;B;2-Stable;133;73.77;133;82.15;133;83.72;133;73.16;133;66.79;133;71.32;65,4;133
450000294;CLINIQUE DE LA REINE BLANCHE (POLE DE SANTE ORELIANCE);450000294;ORELIANCE - REINE BLANCHE;Centre-Val de Loire;1- Obligatoire;1- Oui;549;73,43;C;2-Stable;549;76.03;549;81.41;549;77.94;549;76.75;549;63.62;549;57.88;56,9;548
450000088;CENTRE HOSPITALIER REGIONAL D'ORLEANS;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;Centre-Val de Loire;1- Obligatoire;1- Oui;1921;71,68;C;2-Stable;1921;71.09;1921;80.74;1921;77.16;1921;75.83;1921;57.93;1921;57.45;53,3;1918
450010079;POLYCLINIQUE LES LONGUES ALLEES (POLE DE SANTE ORELIANCE);450010079;ORELIANCE - LONGUES ALLEES;Centre-Val de Loire;1- Obligatoire;1- Oui;923;75,62;B;2-Stable;923;76.26;923;81.95;923;81.3;923;76.36;923;60.52;923;65.99;57,7;923
450012968;CLINIQUE DE MONTARGIS;450012968;CLINIQUE DE MONTARGIS;Centre-Val de Loire;1- Obligatoire;1- Oui;117;75,75;B;4-Non calculable;117;74.9;117;82.3;117;79.93;117;76.12;117;60.66;117;69.09;65,8;117
460780083;CENTRE HOSPITALIER FIGEAC;460000045;CH FIGEAC SITE MAQUISARDS;Occitanie;1- Obligatoire;1- Oui;103;73,5;C;2-Stable;103;75.79;103;81.3;103;78.79;103;70.5;103;56.54;103;64.67;51,5;103
460780091;CENTRE HOSPITALIER SAINT JACQUES;460000052;CH ST JACQUES ST CERE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
460780208;CENTRE HOSPITALIER JEAN COULON GOURDON;460000102;CH JEAN COULON GOURDON;Occitanie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
460780216;CENTRE HOSPITALIER JEAN ROUGIER CAHORS;460000110;CH JEAN ROUGIER CAHORS;Occitanie;1- Obligatoire;1- Oui;97;74,7;B;2-Stable;97;71.43;97;82.22;97;80.65;97;76.17;97;59.55;97;67.94;59,8;97
470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;735;73,91;C;2-Stable;735;75.5;735;80.67;735;80.04;735;73.4;735;51.75;735;66.29;53,6;732
470016171;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;323;70,45;D;2-Stable;323;69.85;323;80.92;323;78.04;323;65.75;323;53.61;323;60.37;51,2;322
470000324;CENTRE HOSPITALIER DE VILLENEUVE SUR LOT;470000431;CENTRE HOSPITALIER DE VILLENEUVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;97;73,88;C;1-Diminution;97;75.99;97;82.5;97;78.18;97;76.09;97;58.29;97;61.37;43,3;97
470001660;CENTRE HOSPITALIER INTERCOMMUNAL MARMANDE - TONNEINS;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
470016171;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;470000522;CH AGEN NERAC - SITE DE NERAC;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
470016049;POLE DE SANTE DU VILLENEUVOIS (PSV);470016049;POLE DE SANTE DU VILLENEUVOIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;98;77,33;A;3-Amélioration;98;77.32;98;83.28;98;83.72;98;77.07;98;56.98;98;70.85;62,9;97
480780097;CENTRE HOSPITALIER DE MENDE;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;Occitanie;1- Obligatoire;1- Oui;50;73,01;C;4-Non calculable;50;72.33;50;81.46;50;80.33;50;67.37;50;61.28;50;63.27;54;50
480780097;CENTRE HOSPITALIER DE MENDE;480002948;HOPITAL LOZERE SITE GEVAUDAN;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
490000031;CENTRE HOSPITALIER  UNIVERSITAIRE D'ANGERS;490000049;CHU D' ANGERS :SITE LARREY;Pays de la Loire;1- Obligatoire;1- Oui;103;71,51;C;4-Non calculable;103;70.54;103;80.74;103;76.22;103;69.13;103;60.93;103;61.66;51,5;103
490000155;INSTITUT DE CANCEROLOGIE DE L'OUEST - SITE CENTRE PAUL PAPIN;490000155;ICO - SITE PAUL PAPIN;Pays de la Loire;1- Obligatoire;1- Oui;174;79,09;A;2-Stable;174;77.84;174;86.38;174;84.21;174;81.57;174;63.53;174;69.43;75,9;174
490000262;CLINIQUE SAINT JOSEPH;490000262;CLINIQUE SAINT JOSEPH;Pays de la Loire;1- Obligatoire;1- Oui;118;77,81;A;3-Amélioration;118;77.93;118;84.67;118;83.84;118;77.79;118;64.94;118;68.95;69,5;118
490000676;CENTRE HOSPITALIER DE CHOLET;490000635;CENTRE HOSPITALIER DE CHOLET;Pays de la Loire;1- Obligatoire;1- Oui;291;72,75;C;2-Stable;291;73.56;291;80.19;291;78.63;291;70.75;291;64.2;291;61.06;45,7;289
490528452;CENTRE HOSPITALIER DE SAUMUR;490001765;CENTRE HOSPITALIER DE SAUMUR;Pays de la Loire;1- Obligatoire;1- Oui;170;75,74;B;2-Stable;170;76.35;170;82.69;170;80.51;170;70.95;170;65.67;170;69.43;57,6;170
490002037;POLYCLINIQUE DU PARC;490002037;POLYCLINIQUE DU PARC;Pays de la Loire;1- Obligatoire;1- Oui;690;76,1;B;2-Stable;690;75.61;690;83.13;690;81.04;690;76.33;690;65.46;690;66.52;54,3;687
490007929;CLINIQUE CHIRURGICALE DE LA LOIRE POLE DE SANTE DU SAUMUROIS;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;Pays de la Loire;1- Obligatoire;1- Oui;125;77,13;B;2-Stable;125;78.2;125;81.67;125;82.62;125;75.83;125;67.08;125;69.96;69,6;125
490014909;CLINIQUE DE L'ANJOU;490014909;CLINIQUE DE L'ANJOU;Pays de la Loire;1- Obligatoire;1- Oui;1221;75,52;B;2-Stable;1221;76.21;1221;82.69;1221;80.75;1221;73.63;1221;66.2;1221;64.43;66,3;1221
490015906;CLINIQUE ST LEONARD;490015906;CLINIQUE ST LEONARD;Pays de la Loire;1- Obligatoire;1- Oui;586;78,43;A;2-Stable;586;79.9;586;85.14;586;84.54;586;75.14;586;65.51;586;69.25;73,3;585
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;490020245;CH HAUT ANJOU SITE SEGRE  (RUE CUGNOT);Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
500000054;CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE;500000021;CHAG - SITE AVRANCHES;Normandie;1- Obligatoire;1- Oui;110;73,92;C;3-Amélioration;110;75.28;110;81.72;110;79.2;110;70.29;110;63.88;110;65.3;47,3;110
500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;Normandie;1- Obligatoire;1- Oui;126;75,01;B;2-Stable;126;79.64;126;83.36;126;79.55;126;73.66;126;55.73;126;62.66;53,2;126
500000013;CENTRE HOSPITALIER PUBLIC DU COTENTIN;500000187;CHPC - SITE CHERBOURG;Normandie;1- Obligatoire;1- Oui;472;67,08;D;2-Stable;472;65.25;472;76.85;472;73.98;472;62.88;472;62.72;472;54.82;37,1;469
500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;Normandie;1- Obligatoire;1- Oui;96;77,9;A;2-Stable;96;78.71;96;82.81;96;79.93;96;78.8;96;75.1;96;67.42;85,4;96
500000054;CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE;500000260;CHAG - SITE GRANVILLE;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;Normandie;2- Facultatif;1- Oui;45;79,18;A;4-Non calculable;45;80.56;45;85.34;45;85.2;45;78.35;45;67.35;45;68.07;77,8;45
