finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
640018206;CAPIO CLINIQUE BELHARRA;640018206;CAPIO CLINIQUE BELHARRA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;126;79,85;A;3-Amélioration;83,21;126;84,18;126;84,96;126;75,01;126;73,24;126;71,2;125
640780268;CLINIQUE DELAY;640780268;CLINIQUE DELAY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;512;81,06;A;2-Stable;82,25;512;84,12;512;86,66;512;76,09;512;76,03;512;79,8;510
640780490;CAPIO CLINIQUE AGUILERA;640780490;CAPIO CLINIQUE AGUILERA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;674;76,07;C;1-Diminution;82,31;674;81,3;674;84,25;674;70,26;674;65,14;674;64,6;673
640780748;POLYCLINIQUE COTE BASQUE SUD;640780748;POLYCLINIQUE CÔTE BASQUE SUD;Nouvelle Aquitaine;1- Obligatoire;1- Oui;496;78,92;B;2-Stable;80,98;496;84,31;496;86,03;496;74,56;496;70,73;496;73,4;493
640780938;POLYCLINIQUE MARZET;640780938;POLYCLINIQUE MARZET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;339;75,34;C;2-Stable;79,64;339;79,53;339;83,62;339;74,07;339;64,64;339;56;339
640780946;POLYCLINIQUE DE NAVARRE;640780946;POLYCLINIQUE DE NAVARRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1064;73,63;C;2-Stable;79,38;1064;78,7;1064;80,21;1064;71,13;1064;62,87;1064;59,5;1060
640780987;CLINIQUE D'ORTHEZ;640780987;CLINIQUE LABAT - SITE CH ORTHEZ;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
640781225;CLINIQUE CARDIOLOGIQUE ARESSY;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;Nouvelle Aquitaine;2- Facultatif;1- Oui;44;77,51;B;4-Non calculable;80,88;44;81,31;44;83,86;44;72,2;44;70,26;44;56,8;44
650780158;CENTRE HOSPITALIER LOURDES;650000045;CH LOURDES;Occitanie;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
650783160;CENTRE HOSPITALIER DE BIGORRE;650000417;CH BIGORRE SITE GESPE TARBES;Occitanie;1- Obligatoire;1- Oui;227;79,04;B;2-Stable;80,9;227;84,21;227;85,28;227;73,79;227;72,08;227;67,4;227
650002579;CLINIQUE ORMEAU PYRENEES;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;Occitanie;1- Obligatoire;1- Oui;473;76,4;C;3-Amélioration;79,49;473;78,82;473;82,57;473;73,54;473;69,11;473;60,5;473
650780679;POLYCLINIQUE DE L'ORMEAU;650780679;POLYCL DE L'ORMEAU SITE CENTRE;Occitanie;2- Facultatif;1- Oui;54;72,27;D;4-Non calculable;75,69;54;75,27;54;79,03;54;70,42;54;63,78;54;51,9;54
650780174;HOPITAUX DE LANNEMEZAN;650784218;CMC HOPITAUX DE LANNEMEZAN;Occitanie;1- Obligatoire;1- Oui;155;80,49;A;3-Amélioration;83,11;155;85,35;155;85,24;155;72,71;155;75,58;155;83,1;154
660780180;CENTRE HOSPITALIER DE PERPIGNAN;660000084;CH PERPIGNAN;Occitanie;1- Obligatoire;1- Oui;324;79,01;B;2-Stable;80,97;324;82;324;83,81;324;75,02;324;74,01;324;71,8;323
660006305;FUSION DE LA ROUSSILLONNAISE ET ST CHRISTOPHE;660006305;CL MUTUALISTE CATALANE;Occitanie;1- Obligatoire;1- Oui;1693;76,64;B;3-Amélioration;82,3;1693;83,43;1693;85,39;1693;76,02;1693;62,48;1693;79,9;1689
660780628;CLINIQUE DU VALLESPIR;660780628;CL DU VALLESPIR;Occitanie;1- Obligatoire;1- Oui;244;79,29;B;2-Stable;82,75;244;85,28;244;86,15;244;75,54;244;69,86;244;69,5;243
660780669;CLINIQUE NOTRE DAME D'ESPERANCE;660780669;POLYCL MEDITERRANEE;Occitanie;1- Obligatoire;1- Oui;202;77,6;B;2-Stable;82,1;202;80,73;202;82,94;202;75,26;202;69,74;202;66,3;202
660780776;CLINIQUE SAINT MICHEL;660780776;CL ST MICHEL;Occitanie;1- Obligatoire;1- Oui;139;81,18;A;3-Amélioration;83,72;139;84,41;139;85,11;139;77,21;139;76,33;139;74,6;138
660780784;CLINIQUE SAINT PIERRE;660780784;CL ST PIERRE;Occitanie;1- Obligatoire;1- Oui;1367;75,64;C;2-Stable;79,66;1367;81,23;1367;84,29;1367;73,79;1367;63,81;1367;64,9;1365
660790387;POLYCLINIQUE SAINT ROCH;660790387;POLYCL MEDIPOLE ST ROCH;Occitanie;1- Obligatoire;1- Oui;629;78,62;B;2-Stable;80,99;629;81,69;629;85,1;629;74,7;629;71,67;629;67,4;629
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;Grand Est;1- Obligatoire;1- Oui;233;78,79;B;1-Diminution;78,14;233;84,25;233;85,11;233;72,06;233;73,75;233;76;233
670000033;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS;670000033;CRLCC  PAUL STRAUSS;Grand Est;1- Obligatoire;1- Oui;61;82,62;A;2-Stable;83,87;61;85,52;61;87,83;61;79,75;61;76,97;61;86,7;60
670780337;CENTRE HOSPITALIER DE HAGUENAU;670000157;CENTRE HOSPITALIER DE HAGUENAU;Grand Est;1- Obligatoire;1- Oui;161;81,67;A;2-Stable;81,79;161;84,16;161;86,47;161;80,01;161;77,18;161;69,4;160
670780345;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;670000165;CH SAINTE-CATHERINE DE SAVERNE;Grand Est;1- Obligatoire;1- Oui;169;79,1;B;2-Stable;80,07;169;82,02;169;84,17;169;73,67;169;75,06;169;69;168
670780543;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;670000272;CH INTERCOMMUNAL DE LA LAUTER;Grand Est;1- Obligatoire;1- Oui;54;80,88;A;3-Amélioration;80,03;54;83,41;54;87,82;54;80,38;54;74,85;54;64,8;54
670017755;GROUPE HOSPITALIER SELESTAT OBERNAI;670000397;CENTRE HOSPITALIER DE SELESTAT;Grand Est;1- Obligatoire;1- Oui;37;79,32;B;2-Stable;82,55;37;84,28;37;86,58;37;68,06;37;73,46;37;73;37
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670009109;CENTRE DE CHIR ORTHOP ET DE LA MAIN;Grand Est;1- Obligatoire;1- Oui;245;76,97;B;2-Stable;80,05;245;81,56;245;81,61;245;66,22;245;73,75;245;61,2;245
670018068;CLINIQUE RHENA GCS ES;670018068;CLINIQUE RHENA GCS ES;Grand Est;1- Obligatoire;1- Oui;3420;79,06;B;2-Stable;81,18;3420;81,31;3420;84,68;3420;75,08;3420;73,62;3420;71,9;3414
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670780113;CMCO;Grand Est;1- Obligatoire;1- Oui;255;76,08;C;2-Stable;73,98;255;81,65;255;83,11;255;62,37;255;74,33;255;67,1;255
670780170;CLINIQUE DE L'ORANGERIE;670780170;CLINIQUE DE L'ORANGERIE;Grand Est;1- Obligatoire;1- Oui;533;80,32;A;2-Stable;81,43;533;82,75;533;86,04;533;77,48;533;74,82;533;73,5;532
670780188;CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT;670780188;CLINIQUE SAINTE-BARBE;Grand Est;1- Obligatoire;1- Oui;513;76,06;C;4-Non calculable;79,64;513;79,63;513;81,76;513;70,12;513;69,7;513;63,2;513
670780212;CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT;670780212;CLINIQUE SAINTE-ANNE;Grand Est;1- Obligatoire;1- Oui;982;78,61;B;4-Non calculable;80,55;982;82,62;982;84,26;982;72,89;982;72,88;982;70,8;981
670780378;CLINIQUE SAINT-FRANCOIS;670780378;CLINIQUE SAINT-FRANÇOIS;Grand Est;1- Obligatoire;1- Oui;204;76,17;C;1-Diminution;77,07;204;80,38;204;82,55;204;76,5;204;67,88;204;67,6;204
670780386;CLINIQUE SAINTE-ODILE (HAGUENAU);670780386;CLINIQUE SAINTE-ODILE;Grand Est;1- Obligatoire;1- Oui;511;79,56;B;2-Stable;82,28;511;80,73;511;84,63;511;75,54;511;75,04;511;72,1;509
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670783273;HOPITAL DE HAUTEPIERRE;Grand Est;1- Obligatoire;1- Oui;127;74,85;C;2-Stable;76,58;127;79,53;127;78,3;127;68,47;127;71,39;127;52,8;127
670798636;CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT;670798636;CLINIQUE SAINT-LUC;Grand Est;2- Facultatif;1- Oui;40;84,17;A;4-Non calculable;88,44;40;89,2;40;88,76;40;74,23;40;78,98;40;90;40
680000320;CLINIQUE DIACONAT FONDERIE;680000320;CLINIQUE DIACONAT FONDERIE;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
680000494;CLINIQUE DIACONAT ROOSEVELT;680000494;CLINIQUE DIACONAT ROOSEVELT;Grand Est;1- Obligatoire;1- Oui;84;78,68;B;2-Stable;82,57;84;80,9;84;85,66;84;74,69;84;71,3;84;69,9;83
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000544;CENTRE HOSPITALIER D'ALTKIRCH;Grand Est;1- Obligatoire;1- Oui;85;81,77;A;4-Non calculable;83,28;85;85,42;85;86,07;85;79,62;85;76,45;85;80;85
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000601;HOPITAL DE THANN;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000627;HOPITAL DU HASENRAIN;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
680000973;HOPITAUX CIVILS DE COLMAR;680000684;HOPITAL LOUIS PASTEUR;Grand Est;1- Obligatoire;1- Oui;56;76,75;B;2-Stable;78,66;56;77,88;56;80,79;56;71,96;56;73,84;56;66,1;56
680001005;CENTRE HOSPITALIER DE GUEBWILLER;680000700;CENTRE HOSPITALIER DE GUEBWILLER;Grand Est;1- Obligatoire;1- Oui;255;81,12;A;2-Stable;80,86;255;84,34;255;85,71;255;74,36;255;78,49;255;78,4;255
680001195;HOPITAL ALBERT SCHWEITZER;680001195;HOPITAL ALBERT SCHWEITZER;Grand Est;1- Obligatoire;1- Oui;1022;80,61;A;2-Stable;81,37;1022;82,11;1022;84,89;1022;76,81;1022;77,53;1022;83,7;1021
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680004546;HOPITAL EMILE MULLER;Grand Est;1- Obligatoire;1- Oui;312;79,43;B;4-Non calculable;81,94;312;81,96;312;84,49;312;75,38;312;74,07;312;61,3;310
680020088;NOUVELLE CLINIQUE DES TROIS FRONTIERES;680020088;GCS 3F - CLINIQUE DES TROIS FRONTIERES;Grand Est;1- Obligatoire;2- Non;;;NV;;;;;;;;;;;;;
690780044;CH DE SAINTE FOY LÈS LYON;690000021;CENTRE HOSPITALIER SAINTE FOY LES LYON;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;88;70,73;D;4-Non calculable;68,53;88;77,89;88;84,21;88;65,97;88;58,78;88;52,3;88
690000427;CTRE MEDICO-CHIR READAPT DES MASSUES;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
690782222;HOPITAL NORD OUEST - VILLEFRANCHE;690000575;CH NORD OUEST - VILLEFRANCHE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;122;74,4;C;3-Amélioration;80,86;122;79,11;122;82,54;122;68,2;122;63,47;122;63,9;122
690782271;HOPITAL NORD OUEST - TARARE;690000625;CENTRE HOSPITALIER DE TARARE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
690000880;CENTRE LEON BERARD;690000880;CENTRE LEON BERARD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;986;78,79;B;2-Stable;81,39;986;85,25;986;85,34;986;69,39;986;72,14;986;81,2;985
690781810;HOSPICES CIVILS DE LYON;690007539;HOPITAL FEMME MERE ENFANT - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;455;73,27;C;2-Stable;73,63;455;77,37;455;80,09;455;66,61;455;67,9;455;58,7;455
690022959;HOP PRIVE MÈRE ENFANT NATECIA;690022959;HOPITAL PRIVE NATECIA;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;312;67,85;D;2-Stable;67,52;312;71,32;312;75,84;312;68,52;312;59,28;312;42,3;312
690023239;CLINIQUE DU PARC LYON;690023239;CLINIQUE DU PARC LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1797;78,69;B;2-Stable;81,89;1797;80,82;1797;84,08;1797;78,02;1797;71,61;1797;70,2;1793
690023411;HOPITAL PRIVE JEAN MERMOZ;690023411;HOPITAL PRIVE JEAN MERMOZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;3338;74,41;C;2-Stable;78,4;3338;78,16;3338;83,22;3338;72,77;3338;63,64;3338;61;3335
690041124;MEDIPOLE HOPITAL PRIVE;690041124;MEDIPOLE HOPITAL PRIVE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;899;73,3;C;4-Non calculable;77,26;899;76,96;899;81,9;899;67,73;899;63,99;899;53;894
690041132;MEDIPOLE HOPITAL MUTUALISTE;690041132;MEDIPOLE HOPITAL MUTUALISTE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
690780093;HOPITAL D'INSTRUCTION DES ARMEES DESGENETTE;690780093;HIA DESGENETTES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;77;80,96;A;2-Stable;81,94;77;83,24;77;87,52;77;75,27;77;75,95;77;90,8;76
690780226;CLINIQUE DE LA PART-DIEU;690780226;CLINIQUE DE LA PART-DIEU;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;237;80,27;A;4-Non calculable;82,8;237;82,88;237;84,83;237;70,41;237;77,88;237;65;237
690780259;CLINIQUE SAINT CHARLES LYON;690780259;CLINIQUE SAINT CHARLES LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;422;79,15;B;1-Diminution;81,46;422;80,17;422;84,22;422;72,39;422;76,27;422;70,8;421
690780358;CLINIQUE DU VAL D'OUEST VENDOME;690780358;CLINIQUE DU VAL D'OUEST VENDÔME;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2321;78,41;B;2-Stable;80,76;2321;77,95;2321;84,34;2321;76,88;2321;73,13;2321;68,4;2319
690780366;CLINIQUE CHARCOT;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2234;80,07;A;2-Stable;83,13;2234;81,94;2234;85,53;2234;76,54;2234;74,25;2234;75,5;2231
690780390;POLYCLINIQUE LYON-NORD;690780390;POLYCLINIQUE LYON-NORD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;967;73,48;C;2-Stable;79,12;967;78,02;967;81,62;967;68,66;967;63,12;967;54,9;961
690780416;GPE HOSP MUT LES PORTES DU SUD (EX CLINIQUE ROSERAIE);690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;138;77,41;B;4-Non calculable;79,93;138;80,28;138;84,24;138;80,02;138;67,41;138;71;138
690780648;CLINIQUE DE LA SAUVEGARDE;690780648;CLINIQUE DE LA SAUVEGARDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;535;76,99;B;2-Stable;80,95;535;78,19;535;82,26;535;70,25;535;72,74;535;61,1;535
690780655;HOPITAL PRIVE DE L'EST LYONNAIS (EX POLYCLINIQUE PASTEUR);690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;179;77,09;B;3-Amélioration;79,85;179;80,74;179;83,33;179;73,36;179;69,87;179;60,9;179
690780663;CLINIQUE TRENEL;690780663;CLINIQUE TRENEL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;609;77,54;B;3-Amélioration;77,81;609;78,94;609;81,89;609;75,1;609;74,13;609;61,2;609
690781810;HOSPICES CIVILS DE LYON;690783154;HOPITAL EDOUARD HERRIOT - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;686;77,8;B;3-Amélioration;80,23;686;79,63;686;83,83;686;72,62;686;72,57;686;67;684
690781810;HOSPICES CIVILS DE LYON;690784137;HOPITAL LYON SUD - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;101;76,89;B;4-Non calculable;83,21;101;78,22;101;83,01;101;67,07;101;71,57;101;67,3;101
690781810;HOSPICES CIVILS DE LYON;690784152;HOPITAL CROIX-ROUSSE - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;946;79,3;B;2-Stable;81,33;946;80,83;946;85,18;946;72,96;946;75,13;946;75,9;946
690793468;INFIRMERIE PROTESTANTE;690793468;INFIRMERIE PROTESTANTE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2385;78,46;B;2-Stable;82,01;2385;82,45;2385;86,48;2385;76,9;2385;68,23;2385;77,8;2384
690805361;CENTRE HOSPITALIER SAINT JOSEPH SAINT LUC;690805361;CH ST JOSEPH ST LUC;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;348;77,85;B;1-Diminution;81,93;348;80,74;348;82,78;348;66,74;348;74,73;348;67,8;348
690807367;POLYCLINIQUE  DU BEAUJOLAIS;690807367;POLYCLINIQUE DU BEAUJOLAIS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;967;77,83;B;2-Stable;82,44;967;80,84;967;82,69;967;74,79;967;70,9;967;66,8;966
700004591;CHI HAUTE SAONE;700000029;GH HAUTE SAONE SITE VESOUL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;171;74,72;C;1-Diminution;76,65;171;78,25;171;83,8;171;71,25;171;65,45;171;60,2;171
700780174;CLINIQUE ST MARTIN;700780174;CLINIQUE ST MARTIN;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;154;77,49;B;2-Stable;76,86;154;84,28;154;84,22;154;77,97;154;68,49;154;71,4;154
710006859;POLYCLINIQUE DU VAL DE SAONE;710006859;POLYCLINIQUE DU VAL DE SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;680;77,1;B;2-Stable;79,05;680;78,07;680;82,94;680;74,55;680;71,83;680;68,1;680
710780644;CH PARAY-LE-MONIAL;710010067;CH PARAY LE MONIAL LES CHARMES;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;199;74,78;C;2-Stable;79,03;199;81,08;199;79,47;199;60,97;199;70,84;199;55,1;198
710781451;CH AUTUN;710010786;CH AUTUN SITE PARPAS;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
710780917;HOPITAL PRIVE SAINTE MARIE;710780917;HOPITAL PRIVE SAINTE MARIE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;815;74,07;C;2-Stable;74,66;815;76,6;815;80,05;815;72,02;815;68,27;815;58,9;813
710781410;CLINIQUE DU PARC;710781410;CLINIQUE DU PARC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;172;80,64;A;2-Stable;82,12;172;83,58;172;85,35;172;76,52;172;76,03;172;74,4;172
710781824;CENTRE ORTHOPEDIQUE MEDICO-CHIRURGICAL;710781824;CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;401;80,79;A;2-Stable;83,16;401;81,97;401;85,99;401;76,58;401;76,4;401;78,8;400
710780958;CH WILLIAM MOREY  CHALON-SUR-SAONE;710978263;CH WILLIAM MOREY CHALON SUR SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;72;79,66;B;4-Non calculable;81,23;72;83,15;72;84,11;72;72,78;72;75,87;72;73,6;72
710780263;CH LES CHANAUX MÂCON;710978289;CH LES CHANAUX MACON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;66;78,77;B;4-Non calculable;82,34;66;80,99;66;84,01;66;75,51;66;72,56;66;69,7;66
710978347;FONDATION HOTEL DIEU DU CREUSOT;710978347;HOTEL DIEU DU CREUSOT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;92;73,94;C;4-Non calculable;77,88;92;79,05;92;81,19;92;71,87;92;63,87;92;50;92
720000025;CENTRE HOSPITALIER DU MANS;720000033;CENTRE HOSPITALIER DU MANS;Pays de la Loire;1- Obligatoire;1- Oui;175;78,32;B;4-Non calculable;82,57;175;80,68;175;82,49;175;70,31;175;74,29;175;66,7;174
720000199;CLINIQUE DU PRE;720000199;CLINIQUE DU PRE;Pays de la Loire;1- Obligatoire;1- Oui;1090;73,92;C;2-Stable;75,13;1090;77,33;1090;80,71;1090;70,2;1090;67,32;1090;63,8;1087
720000231;CLINIQUE DU TERTRE ROUGE - POLE SANTE SUD;720000231;CLINIQUE DU TERTRE ROUGE;Pays de la Loire;1- Obligatoire;1- Oui;76;73,85;C;4-Non calculable;73,61;76;75,36;76;78,71;76;74,62;76;68,48;76;46,1;76
720006022;CENTRE HOSPITALIER LA FERTE BERNARD;720001437;CENTRE HOSPITALIER LA FERTE BERNARD;Pays de la Loire;2- Facultatif;1- Oui;72;82,29;A;4-Non calculable;83,45;72;86,89;72;87,01;72;78,89;72;76,29;72;62,5;72
720016724;CENTRE HOSPITALIER INTERCOMMUNAL;720016179;POLE SANTE SARTHE ET LOIR;Pays de la Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
720017748;CENTRE MEDICO CHIRUGICAL DU MANS SITE DU POLE SANTE SUD;720017748;CENTRE MEDICO-CHIRURGICAL DU MANS;Pays de la Loire;1- Obligatoire;1- Oui;844;76,33;C;4-Non calculable;77,86;844;77,48;844;81,26;844;74,34;844;71,5;844;63,1;841
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000031;CHMS CHAMBERY NH;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;508;78,45;B;2-Stable;80,37;508;82,25;508;85,17;508;78,03;508;69,82;508;73,2;508
730780103;CH DE ST JEAN DE MAURIENNE;730000080;CH DE SAINT JEAN DE MAURIENNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;96;78,92;B;4-Non calculable;82,48;96;82,39;96;83,94;96;71,69;96;73,96;96;61,5;96
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000098;CHMS AIX GRAND PORT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;210;80,52;A;2-Stable;82,92;210;84,23;210;86,19;210;75,97;210;74,33;210;70,5;210
730780525;CENTRE HOSPITALIER DE BOURG ST MAURICE;730000247;CH DE BOURG ST MAURICE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
730002839;CH  ALBERTVILLE MOUTIERS;730000262;CENTRE HOSPITALIER D'ALBERTVILLE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;174;74,48;C;2-Stable;75,95;174;81,22;174;83,14;174;70,72;174;64,4;174;52,6;173
730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2099;77,61;B;2-Stable;80,89;2099;80,44;2099;83,22;2099;74,92;2099;70,63;2099;68;2098
730012499;GCS CLINIQUE HERBERT;730012499;GCS CLINIQUE HERBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;97;78,61;B;2-Stable;82,05;97;81,32;97;84,06;97;73,07;97;72,88;97;63,9;97
740781133;CH ANNECY-GENEVOIS;740000237;CH ANNECY-GENEVOIS SITE ANNECY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;391;76,93;B;2-Stable;82,54;391;80,74;391;83,24;391;70,87;391;68,85;391;69;390
740781133;CH ANNECY-GENEVOIS;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;64;75,86;C;4-Non calculable;84,84;64;82,2;64;84,27;64;64,07;64;65,51;64;50,8;63
740790381;CHI LES HOPITAUX DU LEMAN;740000328;HOPITAUX DU LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;78;73,37;C;4-Non calculable;77,09;78;80,48;78;82,69;78;69,75;78;61,47;78;57,7;78
740014345;HOPITAL PRIVE PAYS DE SAVOIE;740014345;HOPITAL PRIVE PAYS DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2072;74,9;C;2-Stable;79,63;2072;77,29;2072;81,5;2072;74,06;2072;65,61;2072;61,6;2069
740780416;CLINIQUE D'ARGONAY;740780416;CLINIQUE D'ARGONAY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1361;76,79;B;3-Amélioration;81,86;1361;79,37;1361;83,23;1361;72,24;1361;68,99;1361;65,1;1360
740780424;CLINIQUE GENERALE ANNECY;740780424;CLINIQUE GENERALE D'ANNECY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2024;75,33;C;2-Stable;78,93;2024;77,33;2024;81,47;2024;65,88;2024;71,04;2024;62,1;2022
740790258;CENTRE HOSPITALIER ALPES LEMAN;740781141;CENTRE HOSPITALIER ALPES LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;129;76,84;B;3-Amélioration;81,26;129;83,61;129;85,9;129;71,27;129;65,59;129;70,5;129
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;299;75,98;C;2-Stable;76,5;299;81,75;299;82,67;299;69,42;299;69,72;299;59,2;299
750110025;CENTRE HOSPITALIER NATIONAL OPHTALMOLOGIE DES QUINZE-VINGTS;750000481;CHNO DES QUINZE VINGTS PARIS;Ile de France;1- Obligatoire;1- Oui;142;75,42;C;1-Diminution;79,58;142;79,21;142;82,34;142;66,3;142;69,13;142;72,5;142
750000523;GROUPE HOSPITALIER PARIS SAINT-JOSEPH;750000523;GH PARIS SITE SAINT JOSEPH;Ile de France;1- Obligatoire;1- Oui;2016;77,63;B;2-Stable;81,29;2016;82,87;2016;84,26;2016;73,88;2016;68,54;2016;73,5;2014
750000549;CLINIQUE FONDATION OPTHTALMOLOGIQUE ADOLPHE DE ROTHSCHILD;750000549;FONDATION OPHTALMOLOGIQUE ROTHSCHILD;Ile de France;1- Obligatoire;1- Oui;1020;76,45;C;2-Stable;79,87;1020;80,79;1020;82,86;1020;68,2;1020;70,22;1020;73,4;1018
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;Ile de France;1- Obligatoire;1- Oui;313;75,05;C;4-Non calculable;77,63;313;78,02;313;82,96;313;68,89;313;67,89;313;63,1;312
