raison_sociale;libelle_region;cat;finess;Sources;tdp_c_den_etbt;tdp_c_etbt;tdp_c_icbas_etbt;tdp_c_ichaut_etbt;dec_c_den_etbt;dec_c_etbt;dec_c_icbas_etbt;dec_c_ichaut_etbt;trd_c_den_etbt;trd_c_etbt;trd_c_icbas_etbt;trd_c_ichaut_etbt;dtn1_c1_den_etbt;dtn1_c1_etbt;dtn1_c1_icbas_etbt;dtn1_c1_ichaut_etbt
CENTRE HOSPITALIER BAPAUME;Nord Pas de Calais;CH;620100073;2013;80;78.63;75.9;81.36;80;78.75;68;87;80;82.5;72;90;80;81.25;71;89
HOP. LOCAL DE ST POL S/ TERNOISE;Nord Pas de Calais;CH;620100081;2013;80;81.03;79.3;82.75;80;21.25;13;32;80;100;100;100;80;91.25;83;97
HOPITAL PRIVE ARRAS LES BONNETTES;Nord Pas de Calais;Privé;620100099;2013;80;74.74;73.5;75.99;80;95;88;99;80;98.75;93;99;80;96.25;89;99
CLINIQUE DES ACACIAS;Nord Pas de Calais;Privé;620100487;2013;80;81.78;79.68;83.87;80;87.5;78;94;80;100;100;100;80;72.5;61;82
CLINIQUE LES DRAGS CONVALESCENCE;Nord Pas de Calais;Privé;620100495;2013;80;86.34;84.16;88.52;80;47.5;36;59;80;100;100;100;80;97.5;91;99
CTRE HOSPITALIER BETHUNE-BEUVRY;Nord Pas de Calais;CH;620100651;2013;80;89.38;87.32;91.43;74;95.95;89;99;80;95;88;99;80;41.25;30;53
CENTRE HOSPITALIER CARVIN;Nord Pas de Calais;CH;620100669;2013;80;80.99;78.44;83.55;80;100;100;100;80;100;100;100;80;85;75;92
CENTRE HOSPITALIER DE LENS;Nord Pas de Calais;CH;620100685;2013;80;85.79;83.74;87.84;80;100;100;100;80;95;88;99;80;88.75;80;95
CENTRE DE RÉADAPTATION FONCTIONNELLE OIGNIES;Nord Pas de Calais;ESPIC/EBNL;620100842;2013;65;75.34;72.13;78.54;65;100;100;100;65;98.46;92;99;65;81.54;70;90
CLINIQUE DES 2 CAPS;Nord Pas de Calais;Privé;620101311;2013;80;94.52;92.8;96.24;80;98.75;93;99;80;95;88;99;80;41.25;30;53
CENTRE HOSPITALIER DE CALAIS;Nord Pas de Calais;CH;620101337;2013;80;87;85.06;88.94;80;95;88;99;80;100;100;100;80;96.25;89;99
C.H. REGION DE SAINT-OMER;Nord Pas de Calais;CH;620101360;2013;80;70.28;68.29;72.28;78;89.74;81;96;80;100;100;100;80;83.75;74;91
"UNIRÉ DE GÉRONTOLOGIE ""LE SURGEON"" BULLY LES MINES";Nord Pas de Calais;ESPIC/EBNL;620102954;2013;80;76.82;74.95;78.69;80;82.5;72;90;80;100;100;100;80;100;100;100
CH ARRONDISSEMENT DE MONTREUIL;Nord Pas de Calais;CH;620103432;2013;80;86.72;84.64;88.81;80;98.75;93;99;80;100;100;100;80;70;59;80
CENTRE HOSPITALIER DE BOULOGNE;Nord Pas de Calais;CH;620103440;2013;80;87.74;85.47;90.01;80;98.75;93;99;80;93.75;86;98;80;92.5;84;97
POLYCLINIQUE DU TERNOIS;Nord Pas de Calais;Privé;620105940;2013;80;85.26;82.91;87.6;80;41.25;30;53;80;100;100;100;80;98.75;93;99
"UNITÉ DE CONVALESCENCE ET DE SOINS ""LA ROSERAIE"" BRUAY LABUISSIERE";Nord Pas de Calais;ESPIC/EBNL;620106203;2013;80;81.94;79.68;84.2;80;81.25;71;89;80;100;100;100;80;93.75;86;98
"CENTRE ""LA MANAIE"" AUCHEL";Nord Pas de Calais;ESPIC/EBNL;620117606;2013;80;95;93.7;96.3;80;90;81;96;80;98.75;93;99;80;98.75;93;99
CENTRE MCO COTE D'OPALE;Nord Pas de Calais;Privé;620118513;2013;43;87.31;84.41;90.21;39;100;100;100;43;97.67;88;99;43;93.02;81;99
CLINIQUE CARDIO PNEUMOLOGIE;Auvergne;ESPIC/EBNL;630000131;2013;80;81.25;79.38;83.12;80;30;20;41;80;98.75;93;99;80;100;100;100
CENTRE NOTRE DAME;Auvergne;ESPIC/EBNL;630000487;2013;72;90.91;88.84;92.98;72;44.44;33;57;72;62.5;50;74;72;44.44;33;57
CLINIQUE DES 6 LACS;Auvergne;Privé;630010510;2013;80;84.13;81.28;86.99;80;81.25;71;89;80;27.5;18;39;80;50;39;61
CENTRE MEDICO THERMAL;Auvergne;CH;630180032;2013;80;94.32;92.81;95.83;80;97.5;91;99;80;58.75;47;70;80;97.5;91;99
CENTRE D'HOSPITALISATION DE CHANAT;Auvergne;ESPIC/EBNL;630780179;2013;80;89.94;87.79;92.08;80;81.25;71;89;80;88.75;80;95;80;97.5;91;99
CENTRE MEDICAL ETIENNE CLEMENTEL;Auvergne;CH;630780302;2013;80;93.83;92.15;95.51;80;100;100;100;80;83.75;74;91;80;100;100;100
CENTRE MEDICAL LES SAPINS;Auvergne;ESPIC/EBNL;630780526;2013;80;93.87;92.17;95.57;77;68.83;57;79;80;95;88;99;66;78.79;67;88
C.H.U. CLERMONT-FERRAND;Auvergne;CHU;630780989;2013;53;77.85;75.54;80.17;35;100;100;100;53;20.75;11;34;51;92.16;81;98
CENTRE HOSPITALIER AMBERT;Auvergne;CH;630780997;2013;80;75.61;72.83;78.39;80;61.25;50;72;80;37.5;27;49;80;31.25;21;43
CENTRE HOSPITALIER THIERS;Auvergne;CH;630781029;2013;80;48.6;45.98;51.22;71;84.51;74;92;80;72.5;61;82;80;10;4;19
CMPR MAURICE GANTCHOULA;Auvergne;ESPIC/EBNL;630783348;2013;80;91.53;90.2;92.86;80;83.75;74;91;80;90;81;96;80;47.5;36;59
CRF MICHEL BARBAT;Auvergne;ESPIC/EBNL;630785756;2013;80;95.38;94.05;96.71;80;96.25;89;99;80;83.75;74;91;80;56.25;45;67
L.M.C.  LES JEUNES CHENES;Aquitaine;Privé;640005591;2013;80;96.72;95.84;97.61;80;96.25;89;99;80;100;100;100;80;71.25;60;81
CENTRE MEDICAL LEON DIEUDONNE;Aquitaine;Privé;640010518;2013;80;69.11;66.69;71.53;80;82.5;72;90;80;83.75;74;91;80;88.75;80;95
LES EMBRUNS;Aquitaine;ESPIC/EBNL;640780185;2013;80;99.52;99.11;99.93;80;98.75;93;99;80;100;100;100;80;82.5;72;90
LA NIVE;Aquitaine;ESPIC/EBNL;640780227;2013;80;97.09;95.99;98.19;75;100;100;100;80;100;100;100;74;97.3;91;99
CENTRE HOSPITALIER COTE BASQUE;Aquitaine;CH;640780417;2013;80;98.5;97.66;99.35;77;98.7;93;99;80;97.5;91;99;80;98.75;93;99
CENTRE MEDICAL TOKI-EDER;Aquitaine;ESPIC/EBNL;640780557;2013;78;88.81;86.79;90.83;76;67.11;55;78;78;100;100;100;78;100;100;100
CTRE PNEUMOLOGIE LES TERRASSES;Aquitaine;Privé;640780581;2013;80;97.97;96.98;98.97;80;91.25;83;97;80;80;70;88;80;96.25;89;99
LA MAISON BASQUE;Aquitaine;Privé;640780607;2013;80;93.56;91.77;95.35;80;100;100;100;80;100;100;100;80;95;88;99
CENTRE ANNIE ENIA;Aquitaine;Privé;640780623;2013;80;93.87;92.01;95.73;74;94.59;87;99;80;86.25;77;93;68;80.88;69;89
CENTRE GRANCHER-CYRANO;Aquitaine;Privé;640780631;2013;80;83.27;80.52;86.01;80;85;75;92;80;100;100;100;80;93.75;86;98
CENTRE PNEUMOLOGIE  LANDOUZY;Aquitaine;Privé;640780649;2013;80;90.76;88.8;92.72;80;77.5;67;86;80;98.75;93;99;80;88.75;80;95
CTRE READAP FONCT MARIENIA;Aquitaine;Privé;640780672;2013;77;91.67;89.85;93.5;77;72.73;61;82;77;100;100;100;77;77.92;67;87
MAISON SAINT VINCENT VILLA CONCHA;Aquitaine;ESPIC/EBNL;640780714;2013;80;88.75;87.55;89.95;75;93.33;85;98;80;92.5;84;97;71;85.92;76;93
HOPITAL ORTHEZ;Aquitaine;CH;640780813;2013;80;57.58;54.89;60.27;79;77.22;66;86;80;98.75;93;99;80;72.5;61;82
CENTRE HOSPITALIER OLORON;Aquitaine;CH;640780821;2013;70;87.34;84.91;89.78;66;34.85;23;48;70;4.29;1;12;70;80;69;89
HOPITAL LOCAL DE MAULEON;Aquitaine;CH;640780839;2013;70;55.92;53.62;58.23;64;29.69;19;42;70;57.14;45;69;66;96.97;89;99
CLINIQUE CARDIOLOGIQUE ARESSY (SNECCA);Aquitaine;Privé;640781225;2013;79;90.64;87.63;93.65;78;97.44;91;99;79;89.87;81;96;79;82.28;72;90
CENTRE HOSPITALIER PAU;Aquitaine;CH;640781290;2013;80;87.4;85.44;89.35;80;96.25;89;99;80;96.25;89;99;80;96.25;89;99
MAIS REPOS ET CONV STE ODILE;Aquitaine;Privé;640781340;2013;80;94.62;93.37;95.86;80;96.25;89;99;80;73.75;63;83;80;96.25;89;99
CRF EN MILIEU THERMAL;Aquitaine;Privé;640787149;2013;80;95.61;94.44;96.77;80;97.5;91;99;80;85;75;92;80;90;81;96
CLINIQUE FONDATION LURO;Aquitaine;Privé;640787156;2013;80;97.49;96.61;98.37;80;100;100;100;80;98.75;93;99;80;97.5;91;99
MAIS REPOS CONVAL LES ACACIAS;Aquitaine;Privé;640789426;2013;80;71.5;69.78;73.22;80;86.25;77;93;80;55;43;66;80;60;48;71
MARIN DE HENDAYE;Ile de France;CHU;640790150;2013;80;86.82;83.94;89.7;80;81.25;71;89;80;81.25;71;89;80;77.5;67;86
CLINIQUE ORMEAU PYRENEES;Midi Pyrénées;Privé;650002579;2013;80;96.62;95.48;97.75;80;98.75;93;99;80;100;100;100;80;100;100;100
CH LOURDES;Midi Pyrénées;CH;650780158;2013;80;93;91.74;94.26;80;100;100;100;80;12.5;6;22;80;97.5;91;99
CH BAGNERES-DE-BIGORRE;Midi Pyrénées;CH;650780166;2013;80;88.01;86.41;89.62;80;81.25;71;89;80;92.5;84;97;80;95;88;99
HOPITAL LE MONTAIGU;Midi Pyrénées;CH;650780190;2013;80;96.9;95.7;98.1;78;98.72;93;99;80;83.75;74;91;78;96.15;89;99
CENTRE MEDICAL L'ARBIZON;Midi Pyrénées;ESPIC/EBNL;650780398;2013;80;87.63;86.06;89.19;80;96.25;89;99;80;95;88;99;80;87.5;78;94
CH DE BIGORRE;Midi Pyrénées;CH;650783160;2013;80;88.41;85.86;90.97;80;100;100;100;80;100;100;100;80;91.25;83;97
CENTRE DOCTEUR BOUFFARD-VERCELLI;Languedoc Roussillon;ESPIC/EBNL;660000605;2013;80;91.5;89.16;93.83;80;51.25;40;63;80;68.75;57;79;80;41.25;30;53
CENTRE CONVALESCENCE ST CHRISTOPHE;Languedoc Roussillon;Privé;660005166;2013;80;94.01;92.38;95.65;80;96.25;89;99;80;60;48;71;80;96.25;89;99
CENTRE LES ESCALDES;Languedoc Roussillon;ESPIC/EBNL;660007006;2013;80;88.39;86.79;89.98;80;97.5;91;99;80;90;81;96;80;53.75;42;65
MAISON CONVALESCENCE ET REPOS AL SOLA;Languedoc Roussillon;Privé;660780099;2013;80;88.45;86.82;90.07;80;83.75;74;91;80;98.75;93;99;80;87.5;78;94
CENTRE LE VALLESPIR;Languedoc Roussillon;ESPIC/EBNL;660780156;2013;80;78.92;77.42;80.41;80;71.25;60;81;80;100;100;100;80;95;88;99
CENTRE HELIO MARIN BANYULS SUR MER;Languedoc Roussillon;ESPIC/EBNL;660780172;2013;80;87.77;86.58;88.97;80;100;100;100;80;53.75;42;65;80;100;100;100
CH PERPIGNAN;Languedoc Roussillon;CH;660780180;2013;80;76.08;72.7;79.46;70;74.29;62;84;80;38.75;28;50;80;87.5;78;94
HL PRADES;Languedoc Roussillon;CH;660780271;2013;80;70.06;68.59;71.53;67;97.01;90;99;80;88.75;80;95;75;100;100;100
CLINIQUE DU SOUFFLE LA SOLANE;Languedoc Roussillon;Privé;660780347;2013;80;93.05;91.6;94.5;80;87.5;78;94;80;93.75;86;98;80;76.25;65;85
MAISON DE REPOS ET DE CONVALESCENCE LE CHATEAU BLEU;Languedoc Roussillon;ESPIC/EBNL;660780370;2013;80;98.08;97.09;99.06;80;93.75;86;98;80;97.5;91;99;80;91.25;83;97
C.R.F. MER AIR SOLEIL;Languedoc Roussillon;Privé;660780636;2013;80;96.8;95.37;98.23;80;98.75;93;99;80;95;88;99;80;80;70;88
SAINT JOSEPH DE SUPERVALTECH;Languedoc Roussillon;Privé;660780743;2013;80;83.75;81.8;85.7;80;82.5;72;90;80;90;81;96;80;87.5;78;94
SOLEIL CERDAN;Languedoc Roussillon;Privé;660780800;2013;80;98.17;97.16;99.19;80;87.5;78;94;80;80;70;88;80;100;100;100
VAL PYRENE;Languedoc Roussillon;Privé;660780842;2013;80;98.45;97.77;99.14;80;100;100;100;80;80;70;88;80;90;81;96
M.S.M SUNNY COTTAGE;Languedoc Roussillon;Privé;660781097;2013;80;86.65;85;88.3;80;93.75;86;98;80;100;100;100;80;96.25;89;99
C.R.F. LE FLORIDE;Languedoc Roussillon;Privé;660781287;2013;80;90.38;88.76;92;80;80;70;88;80;100;100;100;80;77.5;67;86
C.R.F LA PINEDE;Languedoc Roussillon;Privé;660790163;2013;74;90.51;88.52;92.49;74;78.38;67;87;74;90.54;81;96;74;72.97;61;83
HOPITAL-MAISON DE RETRAITE LE NEUENBERG;Alsace;ESPIC/EBNL;670000215;2013;80;84.21;82.46;85.97;80;97.5;91;99;80;100;100;100;80;86.25;77;93
CLINIQUE DU RIED SCHILTIGHEIM;Alsace;Privé;670002278;2013;80;94.9;93.46;96.35;80;95;88;99;80;95;88;99;79;92.41;84;97
ETAB. DE SOINS DE SUITE AMRESO BETHEL;Alsace;ESPIC/EBNL;670014992;2013;80;77.94;75.69;80.19;80;88.75;80;95;80;100;100;100;80;83.75;74;91
CRF MUESBERG SITE OBERNAI;Alsace;ESPIC/EBNL;670016153;2013;80;79.33;78.02;80.65;80;81.25;71;89;80;88.75;80;95;80;98.75;93;99
CLINIQUE SAINTE ODILE STRASBOURG;Alsace;Privé;670016237;2013;80;85.47;82.6;88.35;80;93.75;86;98;80;100;100;100;80;98.75;93;99
HOPITAUX UNIVERSITAIRES DE STRASBOURG;Alsace;CHU;670780055;2013;80;68.57;65.34;71.81;80;38.75;28;50;80;50;39;61;80;87.5;78;94
CMLS BRUMATH;Alsace;CH;670780071;2013;36;70.23;68.04;72.41;35;100;100;100;36;100;100;100;35;88.57;73;97
UGECAM-C.R.F. CLEMENCEAU  STRASBOURG;Alsace;ESPIC/EBNL;670780121;2013;74;95.63;94.44;96.83;74;97.3;91;99;74;89.19;80;95;73;95.89;88;99
CLINIQUE SAINTE-BARBE - GHSV;Alsace;ESPIC/EBNL;670780188;2013;80;94.4;92.58;96.22;80;87.5;78;94;80;85;75;92;80;83.75;74;91
CENTRE HOSPITALIER DE HAGUENAU;Alsace;CH;670780337;2013;80;87;84.75;89.24;80;95;88;99;80;73.75;63;83;80;63.75;52;74
CENTRE HOSPITALIER DE SAVERNE;Alsace;CH;670780345;2013;80;95.85;94.24;97.46;80;43.75;33;55;80;67.5;56;78;80;83.75;74;91
"CENTRE DE POSTCURE ""CHÂTEAU WALK""";Alsace;ESPIC/EBNL;670780493;2013;80;89.35;88.01;90.69;80;45;34;57;80;100;100;100;80;81.25;71;89
CENTRE DE SOINS DE SUITE OU DE READAPTATION DE MARIENBRONN;Alsace;ESPIC/EBNL;670780501;2013;80;96.41;95.36;97.46;80;88.75;80;95;80;85;75;92;80;98.75;93;99
CENTRE HOSPITALIER  WISSEMBOURG;Alsace;CH;670780543;2013;80;83.88;81.91;85.85;80;78.75;68;87;80;90;81;96;80;83.75;74;91
CENTRE DE READAPTATION FONCTIONNELLE DE MORSBRONN LES BAINS;Alsace;ESPIC/EBNL;670780550;2013;80;92.6;91.35;93.84;80;77.5;67;86;80;91.25;83;97;80;81.25;71;89
ETS HOSPITAL. DEP. BISCHWILLER;Alsace;CH;670780584;2013;80;92;90.34;93.65;80;93.75;86;98;80;80;70;88;80;100;100;100
CENTRE MEDICAL DE NIEDERBRONN LES BAINS;Alsace;ESPIC/EBNL;670780592;2013;80;88.08;86.24;89.91;80;80;70;88;80;85;75;92;80;95;88;99
ETABLISSEMENT MEDICAL DE LIEBFRAUENTHAL;Alsace;ESPIC/EBNL;670780600;2013;80;85.35;83.89;86.81;80;90;81;96;80;100;100;100;80;97.5;91;99
HÔPITAL MOLSHEIM;Alsace;CH;670780642;2013;67;96.04;94.74;97.33;56;96.43;88;99;67;77.61;66;87;62;87.1;76;94
HÔPITAL DE ROSHEIM;Alsace;CH;670780675;2013;80;88.63;86.39;90.87;80;60;48;71;80;60;48;71;80;80;70;88
HÔPITAL LOCAL D'ERSTEIN;Alsace;CH;670780717;2013;80;84.21;81.86;86.55;80;46.25;35;58;80;80;70;88;80;60;48;71
UGECAM-CENTRE MEDICAL DE SAALES;Alsace;ESPIC/EBNL;670780873;2013;80;68.17;65.65;70.69;80;61.25;50;72;80;88.75;80;95;80;100;100;100
CENTRE DE READAPTATION DE SCHIRMECK;Alsace;ESPIC/EBNL;670780915;2013;80;78.45;76.39;80.52;80;83.75;74;91;80;91.25;83;97;80;100;100;100
UGECAM-C. M. LE SCHIMMEL MASEVAUX;Alsace;ESPIC/EBNL;680000072;2013;80;85.77;83.51;88.03;80;62.5;51;73;80;76.25;65;85;80;100;100;100
CENTRE DE READAPTATION DE MULHOUSE;Alsace;ESPIC/EBNL;680000130;2013;61;77.03;74.16;79.9;61;93.44;84;98;61;95.08;86;99;61;72.13;59;83
HÔPTAL DE SIERENTZ;Alsace;CH;680000171;2013;80;78.88;76.98;80.78;80;97.5;91;99;80;98.75;93;99;80;70;59;80
MAISON REPOS CONV. SENTHEIM;Alsace;Privé;680000189;2013;80;92.11;90.69;93.53;80;78.75;68;87;80;77.5;67;86;80;80;70;88
POLYCLIN. 3 FRONTIERES ST-LOUIS;Alsace;Privé;680000197;2013;80;74.34;73.34;75.34;80;40;29;52;80;100;100;100;80;98.75;93;99
HÔPITAL SAINT VINCENT ODEREN;Alsace;ESPIC/EBNL;680000221;2013;80;81.37;79;83.74;80;100;100;100;80;67.5;56;78;80;100;100;100
"UGECAM-CENTRE MEDICAL ""LALANCE"" DE LUTTERBACH";Alsace;ESPIC/EBNL;680000247;2013;80;82.88;80.44;85.33;80;96.25;89;99;80;100;100;100;80;100;100;100
CENTRE MEDICAL DE LUPPACH;Alsace;ESPIC/EBNL;680000296;2013;80;93.48;91.93;95.03;80;30;20;41;80;98.75;93;99;80;98.75;93;99
CLINIQUE SAINT DAMIEN MULHOUSE;Alsace;ESPIC/EBNL;680000312;2013;80;80.9;78.67;83.13;80;46.25;35;58;80;96.25;89;99;80;88.75;80;95
CENTRE HOSPITALIER DE CERNAY;Alsace;CH;680000346;2013;80;95.83;94.55;97.1;80;97.5;91;99;80;72.5;61;82;80;60;48;71
CTRE HOSPIT. ST-MORAND  ALTKIRCH;Alsace;CH;680000395;2013;64;61.4;57.94;64.86;52;30.77;19;45;64;95.31;87;99;60;95;86;99
CENTRE HOSPITALIER DE PFASTATT;Alsace;CH;680000411;2013;80;89.82;87.72;91.92;80;90;81;96;80;96.25;89;99;80;95;88;99
CENTRE HOSPITALIER DE MULHOUSE;Alsace;CH;680000486;2013;80;73.74;71.35;76.13;66;78.79;67;88;80;76.25;65;85;80;18.75;11;29
CENTRE HOSPITALIER DE COLMAR;Alsace;CH;680000973;2013;80;71.24;67.76;74.72;78;12.82;6;22;80;83.75;74;91;80;60;48;71
EPS DR THUET ENSISHEIM;Alsace;CH;680000981;2013;80;93.34;91.68;95;80;68.75;57;79;80;80;70;88;80;52.5;41;64
CENTRE HOSPITALIER DE GUEBWILLER;Alsace;CH;680001005;2013;70;80.05;77.63;82.47;63;63.49;50;75;70;100;100;100;65;96.92;89;99
HÔPITAL LOCAL DE SOULTZ;Alsace;CH;680001088;2013;80;91.1;89.22;92.97;66;66.67;54;78;80;5;1;12;74;87.84;78;94
HOPITAL LOCAL  LOEWEL MUNSTER;Alsace;CH;680001112;2013;80;84.19;82.2;86.18;80;96.25;89;99;80;72.5;61;82;80;43.75;33;55
HÔPITAL LOCAL DE RIBEAUVILLE;Alsace;CH;680001138;2013;80;79.48;76.7;82.25;77;41.56;30;53;80;53.75;42;65;80;83.75;74;91
GROUPE HOSPITALIER PRIVE CENTRE ALSACE DE COLMAR;Alsace;ESPIC/EBNL;680001195;2013;80;93.04;91.68;94.41;80;92.5;84;97;80;98.75;93;99;80;97.5;91;99
"UGECAM-CRF ""LE MUESBERG""";Alsace;ESPIC/EBNL;680001237;2013;80;85.73;83.43;88.02;80;75;64;84;80;80;70;88;80;100;100;100
CENTRE MEDICAL SAINTE ANNE  JUNGHOLTZ;Alsace;ESPIC/EBNL;680001310;2013;80;93.84;92.63;95.05;80;86.25;77;93;80;96.25;89;99;80;98.75;93;99
CENTRE MEDICAL NATIONAL DE LA MGEN;Alsace;ESPIC/EBNL;680001328;2013;80;88.41;86.01;90.8;80;85;75;92;80;97.5;91;99;80;93.75;86;98
HL INTERCOM. KAYSERSBERG & AMMERSCHWIHR;Alsace;CH;680012648;2013;80;81.18;78.25;84.11;80;95;88;99;80;97.5;91;99;80;97.5;91;99
HOPITAL DE FOURVIERE;Rhône Alpes;ESPIC/EBNL;690000245;2013;80;86.72;83.68;89.77;80;58.75;47;70;80;76.25;65;85;80;80;70;88
CENTRE MEDICAL DE L'ARGENTIERE;Rhône Alpes;ESPIC/EBNL;690000401;2013;80;86.14;83.29;88.98;80;91.25;83;97;80;65;53;75;80;91.25;83;97
NOTRE DAME DU GRAND PORT;Rhône Alpes;ESPIC/EBNL;690000419;2013;80;85.55;83.13;87.98;80;88.75;80;95;80;97.5;91;99;80;61.25;50;72
C.M.C.R DES MASSUES;Rhône Alpes;ESPIC/EBNL;690000427;2013;80;85.86;83.01;88.7;80;76.25;65;85;80;80;70;88;80;86.25;77;93
CENTRE GERMAINE REVEL;Rhône Alpes;ESPIC/EBNL;690001524;2013;80;90;89.02;90.98;80;46.25;35;58;80;92.5;84;97;80;95;88;99
H L INTERCOMMUNAL THIZY BOURG DE THIZY COURS LA VILLE;Rhône Alpes;CH;690010749;2013;80;66.08;62.44;69.72;80;53.75;42;65;80;66.25;55;76;80;67.5;56;78
CENTRE SSR IRIS SAINT PRIEST;Rhône Alpes;Privé;690010848;2013;66;89.38;87.94;90.83;66;87.88;77;95;66;90.91;81;97;66;65.15;52;77
CENTRE BAYARD;Rhône Alpes;Privé;690012109;2013;73;66.28;63.62;68.94;73;89.04;79;95;73;83.56;73;91;73;67.12;55;78
CRF  I.R.I.S. LYON 8;Rhône Alpes;Privé;690025366;2013;69;82.72;80.22;85.22;69;100;100;100;69;57.97;45;70;69;59.42;47;71
CLINIQUE LA MAJOLANE;Rhône Alpes;Privé;690030119;2013;80;85.9;83.14;88.66;80;81.25;71;89;80;78.75;68;87;80;72.5;61;82
CRF LES LILAS;Rhône Alpes;Privé;690030283;2013;80;98.36;97.52;99.2;80;95;88;99;80;100;100;100;80;100;100;100
CENTRE HOSPITALIER GIVORS;Rhône Alpes;CH;690780036;2013;80;91.83;89.03;94.64;80;83.75;74;91;80;83.75;74;91;80;96.25;89;99
CENTRE HOSPITALIER SAINTE FOY LES LYON;Rhône Alpes;CH;690780044;2013;77;85.89;84.34;87.45;71;77.46;66;87;77;38.96;28;51;74;93.24;85;98
HOPITAL LOCAL ST SYMPHORIEN SUR COISE;Rhône Alpes;CH;690780051;2013;75;78.73;75.14;82.32;62;48.39;35;61;75;97.33;91;99;70;94.29;86;99
HOPITAL LOCAL DE CONDRIEU;Rhône Alpes;CH;690780069;2013;80;78.58;74.78;82.38;74;74.32;63;84;80;66.25;55;76;80;68.75;57;79
HOPITAL LOCAL DE NEUVILLE SUR SAONE;Rhône Alpes;CH;690780077;2013;80;92.35;90.38;94.32;80;82.5;72;90;80;92.5;84;97;80;91.25;83;97
HOPITAL LOCAL DE ST LAURENT DE CHAMOUSSET;Rhône Alpes;CH;690780085;2013;59;76.09;73.6;78.57;51;86.27;74;94;59;50.85;37;64;56;30.36;19;44
CHS LE VINATIER;Rhône Alpes;CH;690780101;2013;32;74.95;72.11;77.79;21;80.95;58;95;32;81.25;64;93;32;71.88;53;86
HOPITAL DE L'ARBRESLE;Rhône Alpes;ESPIC/EBNL;690780150;2013;80;91.38;89.44;93.32;74;45.95;34;58;80;30;20;41;78;30.77;21;42
CLINIQUE EMILIE DE VIALAR;Rhône Alpes;Privé;690780200;2013;80;88.27;86.23;90.31;80;66.25;55;76;80;96.25;89;99;80;53.75;42;65
CENTRE MED.DE GERIATRIE PRESLES;Rhône Alpes;Privé;690780481;2013;80;88.7;86.85;90.55;80;83.75;74;91;80;92.5;84;97;80;87.5;78;94
HÔPITAL PRIVE DE L'EST LYONNAIS;Rhône Alpes;Privé;690780655;2013;80;79.67;78.41;80.94;80;2.5;0;9;80;100;100;100;80;41.25;30;53
CLYRESS CRF VAL ROSAY;Rhône Alpes;ESPIC/EBNL;690781026;2013;80;92.09;90.15;94.03;80;85;75;92;80;83.75;74;91;80;92.5;84;97
POLE GERONTO CROIX ROUGE - CHARMETTES;Rhône Alpes;ESPIC/EBNL;690781737;2013;80;71.14;68.45;73.82;80;96.25;89;99;80;47.5;36;59;80;80;70;88
HOPITAL NORD OUEST - VILLEFRANCHE;Rhône Alpes;CH;690782222;2013;80;96.01;94.72;97.3;73;95.89;88;99;80;90;81;96;80;80;70;88
H.L  DE BELLEVILLE;Rhône Alpes;CH;690782230;2013;80;63.93;60.84;67.01;80;52.5;41;64;80;43.75;33;55;80;75;64;84
HOPITAL LOCAL BEAUJEU;Rhône Alpes;CH;690782248;2013;80;63.45;60.45;66.46;80;45;34;57;80;100;100;100;80;86.25;77;93
CENTRE HOSPITALIER TARARE;Rhône Alpes;CH;690782271;2013;56;54.45;51.3;57.6;48;89.58;77;97;56;100;100;100;54;77.78;64;88
HOPITAL LOCAL AMPLEPUIS;Rhône Alpes;CH;690782297;2013;72;80.01;76.81;83.21;71;63.38;51;75;72;58.33;46;70;72;83.33;73;91
CENTRE MEDICAL DE BAYERE;Rhône Alpes;ESPIC/EBNL;690782420;2013;80;81.8;78.87;84.73;80;80;70;88;80;82.5;72;90;80;100;100;100
CENTRE HOSPITALIER  GERIATRIQUE DU MONT D'OR;Rhône Alpes;CH;690782925;2013;80;67.92;64.9;70.95;80;56.25;45;67;80;96.25;89;99;80;97.5;91;99
HOPITAL EDOUARD HERRIOT;Rhône Alpes;CHU;690783154;2013;80;97.28;96.38;98.18;80;98.75;93;99;80;91.25;83;97;80;96.25;89;99
MAISON DE CONVAL. LES ORMES;Rhône Alpes;Privé;690784061;2013;80;86.46;84.65;88.26;80;92.5;84;97;80;95;88;99;80;97.5;91;99
GROUPEMENT HOSPITALIER SUD;Rhône Alpes;CHU;690784137;2013;80;81.47;79.39;83.56;80;75;64;84;80;66.25;55;76;80;52.5;41;64
POLE GERONTOLOGIQUE CROIX ROUGE - PINEDE;Rhône Alpes;ESPIC/EBNL;690784244;2013;80;98.17;97.39;98.94;80;83.75;74;91;80;63.75;52;74;80;87.5;78;94
GROUPEMENT HOSPITALIER GERIATRIQUE;Rhône Alpes;CHU;690787478;2013;80;91.79;89.62;93.97;80;83.75;74;91;80;80;70;88;80;85;75;92
CENTRE SPECIALISE LES BRUYERES;Rhône Alpes;Privé;690791082;2013;80;90.01;87.87;92.16;80;67.5;56;78;80;76.25;65;85;80;57.5;46;69
CRF  I.R.I.S. MARCY;Rhône Alpes;Privé;690803044;2013;80;87.21;85.65;88.77;80;100;100;100;80;97.5;91;99;80;80;70;88
CLINIQUE MÉDICALE BRUGNON AGACHE BEAUJEU;Franche Comté;ESPIC/EBNL;700000045;2013;80;84.81;82.78;86.83;80;65;53;75;80;98.75;93;99;80;100;100;100
