finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust
400782769;POLYCLINIQUE LES CHENES;400782769;POLYCLINIQUE DE L'ADOUR;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
410000087;CENTRE HOSPITALIER SIMONE VEIL;410000020;CH BLOIS SIMONE VEIL;Centre-Val de Loire;1- Obligatoire;1- Oui;80;72.61;C;2-Stable;80;73.58;80;78.75;80;78.11;80;67.25;80;64.27;80;65.27
410000095;CH DE VENDOME;410000038;CH VENDOME;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
410000103;CH DE ROMORANTIN-LANTHENAY;410000046;CH ROMORANTIN-LANTHENAY;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
410000111;CH DE ST AIGNAN;410000053;CH SAINT AIGNAN;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
410000202;POLYCLINIQUE BLOIS;410000202;POLYCLINIQUE BLOIS;Centre-Val de Loire;1- Obligatoire;1- Oui;200;77.96;A;3-Amélioration;200;81.3;200;82.6;200;81.98;200;79.43;200;66.07;200;66.86
410004998;CLINIQUE DU SAINT COEUR - VENDOME;410004998;CLINIQUE DU SAINT COEUR - VENDOME;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420780033;CH DE ROANNE;420000010;CENTRE HOSPITALIER DE ROANNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;185;72.04;C;2-Stable;185;73.19;185;79.65;185;76.19;185;69.98;185;62.08;185;62.07
420000192;CLINIQUE MEDICALE LA BUISSONNIERE;420000192;CLINIQUE MÉDICALE LA BUISSONNIÈRE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420013831;CENTRE HOSPITALIER DU FOREZ;420000226;CH DU FOREZ SITE DE MONTBRISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;44;71.9;C;4-Non calculable;44;71.05;44;78.07;44;77.73;44;78.24;44;66.39;44;57.23
420780652;CH LE CORBUSIER;420000234;CH DE FIRMINY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;31;70.46;D;4-Non calculable;31;65.26;31;81.69;31;78.05;31;68.32;31;61.55;31;58.89
420013831;CENTRE HOSPITALIER DU FOREZ;420000267;CH DU FOREZ SITE DE FEURS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420010050;CLINIQUE MUTUALISTE MFL SSAM;420010050;CLINIQUE MUTUALISTE MFL SSAM;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;227;77.65;A;2-Stable;227;76.25;227;83.88;227;85.52;227;76.93;227;63.69;227;69.35
420013492;GCS-ES INSTIT. CANCER. LUCIEN NEUWIRTH;420010241;INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420011413;HOPITAL PRIVE DE LA LOIRE;420011413;HÔPITAL PRIVÉ DE LA LOIRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;285;72.8;C;2-Stable;285;71.09;285;80.22;285;80.87;285;73.13;285;58.45;285;62.03
420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
420002495;CENTRE HOPITAL DU GIER;420780637;HÔPITAL DU GIER MCO;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420782310;CLINIQUE MEDICO CHIRURGICALE DE RENAISON;420782310;CLINIQUE DU RENAISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;167;72.87;C;1-Diminution;167;72.68;167;80.12;167;81.1;167;66.97;167;63.12;167;63.62
420784878;CHU SAINT ETIENNE;420782559;HOPITAL DE BELLEVUE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420784878;CHU SAINT ETIENNE;420782567;HOPITAL DE LA CHARITÉ;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
420784878;CHU SAINT ETIENNE;420785354;HOPITAL NORD CHU42;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;70;74.48;B;3-Amélioration;70;73.63;70;83.54;70;80.01;70;73.06;70;59;70;66.55
430000109;CLINIQUE BON SECOURS;430000109;CLINIQUE BON SECOURS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
430000018;CENTRE HOSPITALIER DU PUY;430000117;CENTRE HOSPITALIER LE PUY - EMILE ROUX;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
430000034;CENTRE HOSPITALIER SECTEUR DE BRIOUDE;430000190;CTRE HOSPITALIER DE SECTEUR DE BRIOUDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
430007450;CLINIQUE DU CHAMBON;430007450;CLINIQUE KORIAN LE HAUT LIGNON;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440000057;CENTRE HOSPITALIER DE SAINT- NAZAIRE;440000016;CENTRE HOSPITALIER DE SAINT- NAZAIRE;Pays de la Loire;1- Obligatoire;1- Oui;30;74.97;B;3-Amélioration;30;73.01;30;81.21;30;83.06;30;76.4;30;61.9;30;65.59
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440000271;CHU DE NANTES :SITE HÔTEL-DIEU- HME;Pays de la Loire;1- Obligatoire;1- Oui;516;70.45;D;1-Diminution;516;70.32;516;79.89;516;78.77;516;62.03;516;54.39;516;62.71
440053643;CENTRE HOSPITALIER ERDRE ET LOIRE;440000396;CENTRE HOSPITALIER ANCENIS;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440000404;CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL;440000404;CLINIQUE STE-MARIE;Pays de la Loire;1- Obligatoire;1- Oui;30;76.02;B;4-Non calculable;30;77.76;30;83.78;30;81.72;30;77.86;30;66.17;30;60.34
440000412;CLINIQUE  BRETECHE;440000412;CLINIQUE  BRETECHE;Pays de la Loire;1- Obligatoire;1- Oui;178;73.93;C;1-Diminution;178;72.56;178;82.96;178;82.92;178;71.47;178;58.44;178;62.26
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440000453;CHU DE NANTES :SITE HOPITAL BELLIER;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
440000313;CTRE HOSPITALIER  INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE;440000503;CENTRE HOSPITALIER CHATEAUBRIANT;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
440000511;CLINIQUE JEANNE D''ARC;440000511;CLINIQUE JEANNE D'ARC;Pays de la Loire;1- Obligatoire;1- Oui;49;74.34;B;3-Amélioration;49;71.19;49;85.39;49;80.92;49;69.6;49;63.57;49;66.21
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;440000560;CH LVO: SITE DE MACHECOUL;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440000651;CLINIQUE SOURDILLE;440000651;CLINIQUE SOURDILLE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440001113;INSTITUT DE CANCEROLOGIE DE L''OUEST - CENTRE RENE GAUDUCHEAU;440001113;ICO - SITE GAUDUCHEAU;Pays de la Loire;1- Obligatoire;1- Oui;33;81.17;A;4-Non calculable;33;84.89;33;90.29;33;90.31;33;73.39;33;70.24;33;67.1
440028538;HOPITAL  INTERCOMMUNAL DE LA PRESQU''ILE GUERANDE LE CROISIC;440001253;HI DE LA  PRESQU'ILE :SITE DE GUERANDE;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
440041531;HOPITAL INTERCOMMUNAL  DU PAYS DE RETZ;440001287;HOPITAL DE PORNIC LA CHAUSSEE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
440002020;POLYCLINIQUE DE L''EUROPE;440002020;POLYCLINIQUE DE L'EUROPE;Pays de la Loire;1- Obligatoire;1- Oui;62;79.79;A;2-Stable;62;81.82;62;85.43;62;85.16;62;76.36;62;71.95;62;70.52
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440017598;CHU DE NANTES : HOPITAL G. R. LAENNEC;Pays de la Loire;1- Obligatoire;1- Oui;93;72.83;C;2-Stable;93;77.51;93;82.88;93;80.29;93;64.61;93;55.36;93;59.32
440024982;CLINIQUE SAINT-AUGUSTIN;440024982;CLINIQUE SAINT-AUGUSTIN;Pays de la Loire;1- Obligatoire;1- Oui;218;74.17;B;2-Stable;218;72.39;218;82.17;218;82.58;218;71.15;218;48.85;218;69.82
440029338;CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES;440029338;CLINIQUE J.VERNE- POLE HOSP MUTUALISTE;Pays de la Loire;1- Obligatoire;1- Oui;897;72.79;C;2-Stable;897;76.47;897;82.23;897;81.58;897;69.39;897;48.59;897;59.08
440029379;CLINIQUE JULES VERNE;440029379;CLINIQUE JULES VERNE;Pays de la Loire;1- Obligatoire;1- Oui;128;74.6;B;1-Diminution;128;74.85;128;81.52;128;82;128;73.92;128;50.38;128;66.62
440033819;POLYCLINIQUE DE L''ATLANTIQUE;440033819;POLYCLINIQUE DE L'ATLANTIQUE;Pays de la Loire;1- Obligatoire;1- Oui;224;70.76;C;2-Stable;224;67.54;224;78.36;224;77.94;224;73.31;224;67.13;224;56.22
440041580;NOUVELLES CLINIQUES NANTAISES;440041580;L'HOPITAL PRIVE DU CONFLUENT;Pays de la Loire;1- Obligatoire;1- Oui;911;74.85;B;2-Stable;911;75.54;911;82.52;911;82.12;911;74.88;911;54.5;911;64.69
440050433;CLINIQUE MUTUALISTE DE L''ESTUAIRE;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;Pays de la Loire;1- Obligatoire;1- Oui;115;75.97;B;2-Stable;115;76.06;115;82.35;115;82.74;115;75.93;115;57.28;115;67.43
450000096;CH DE GIEN;450000047;CH DEZARNAULDS - GIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;61;69.77;D;4-Non calculable;61;69.48;61;79.31;61;73.73;61;70.2;61;54.22;61;59.84
450000104;C H AGGLOMERATION MONTARGOISE;450000062;CH AGGLOMERATION MONTARGOISE;Centre-Val de Loire;1- Obligatoire;1- Oui;35;72.36;C;4-Non calculable;35;75.01;35;80.84;35;75.23;35;64.81;35;64.44;35;64.71
450000237;CLINIQUE JEANNE D''ARC - GIEN;450000237;CLINIQUE JEANNE D'ARC - GIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;33;70.92;C;4-Non calculable;33;72.27;33;78.37;33;74.12;33;78.19;33;52.69;33;58.24
450000245;CLINIQUE L''ARCHETTE;450000245;CLINIQUE L'ARCHETTE;Centre-Val de Loire;1- Obligatoire;1- Oui;116;75.45;B;4-Non calculable;116;73.43;116;81.37;116;83.8;116;73;116;62.67;116;68.34
450000294;CLINIQUE DE LA REINE BLANCHE (POLE DE SANTE ORELIANCE);450000294;CLINIQUE LA REINE BLANCHE;Centre-Val de Loire;1- Obligatoire;1- Oui;239;73.96;C;2-Stable;239;79.04;239;81.52;239;77.75;239;77.74;239;62.96;239;56.44
450000088;CENTRE HOSPITALIER REGIONAL D''ORLEANS;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;Centre-Val de Loire;1- Obligatoire;1- Oui;592;72.88;C;2-Stable;592;72.39;592;81.94;592;77.49;592;78.67;592;54.84;592;59.48
450010079;POLYCLINIQUE LES LONGUES ALLEES (POLE DE SANTE ORELIANCE);450010079;POLYCLINIQUE LES LONGUES ALLEES;Centre-Val de Loire;1- Obligatoire;1- Oui;261;74.64;B;2-Stable;261;75.69;261;80.6;261;80.27;261;76;261;61.09;261;63.74
450012968;CLINIQUE DE MONTARGIS;450012968;CLINIQUE DE MONTARGIS;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
460780083;CENTRE HOSPITALIER FIGEAC;460000045;CH FIGEAC SITE MAQUISARDS;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
460780208;CENTRE HOSPITALIER JEAN COULON GOURDON;460000102;CH JEAN COULON GOURDON;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
460780216;CENTRE HOSPITALIER JEAN ROUGIER CAHORS;460000110;CH JEAN ROUGIER CAHORS;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;295;72.42;C;2-Stable;295;71.15;295;80.67;295;79.83;295;72.11;295;53.7;295;63.16
470016171;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
470000324;CENTRE HOSPITALIER DE VILLENEUVE SUR LOT;470000431;CENTRE HOSPITALIER DE VILLENEUVE;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
470001660;CENTRE HOSPITALIER INTERCOMMUNAL MARMANDE - TONNEINS;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
470016049;POLE DE SANTE DU VILLENEUVOIS (PSV);470016049;POLE DE SANTE DU VILLENEUVOIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;83;72.3;C;2-Stable;83;74.59;83;77.23;83;76.78;83;77.09;83;53.38;83;61.05
480780097;HOPITAL LOZERE MENDE;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
480780097;HOPITAL LOZERE MENDE;480002948;HOPITAL LOZERE SITE GEVAUDAN;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
490000031;CENTRE HOSPITALIER  UNIVERSITAIRE D''ANGERS;490000049;CHU D' ANGERS :SITE LARREY;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
490000155;INSTITUT DE CANCEROLOGIE DE L''OUEST - SITE CENTRE PAUL PAPIN;490000155;ICO - SITE PAUL PAPIN;Pays de la Loire;1- Obligatoire;1- Oui;63;78.79;A;4-Non calculable;63;79;63;85.83;63;83.58;63;78.64;63;63.29;63;70.2
490000262;CLINIQUE SAINT JOSEPH;490000262;CLINIQUE SAINT JOSEPH;Pays de la Loire;1- Obligatoire;1- Oui;72;75.76;B;4-Non calculable;72;76;72;83.27;72;81.9;72;75.68;72;60.29;72;65.27
490000676;CENTRE HOSPITALIER DE CHOLET;490000635;CENTRE HOSPITALIER DE CHOLET;Pays de la Loire;1- Obligatoire;1- Oui;166;72.25;C;4-Non calculable;166;74.91;166;79.65;166;76.87;166;69.31;166;62.6;166;60.38
490528452;CENTRE HOSPITALIER DE SAUMUR;490001765;CENTRE HOSPITALIER DE SAUMUR;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
490002037;POLYCLINIQUE DU PARC;490002037;POLYCLINIQUE DU PARC;Pays de la Loire;1- Obligatoire;1- Oui;285;75.62;B;2-Stable;285;75.19;285;81.9;285;79.75;285;75.86;285;63.86;285;67.83
490007929;CLINIQUE CHIRURGICALE DE LA LOIRE POLE DE SANTE DU SAUMUROIS;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
490014909;CLINIQUE DE L''ANJOU;490014909;CLINIQUE DE L'ANJOU;Pays de la Loire;1- Obligatoire;1- Oui;639;74.89;B;2-Stable;639;76.27;639;81.92;639;80.57;639;73.73;639;65.24;639;62.35
490015906;CLINIQUE ST LEONARD;490015906;CLINIQUE ST LEONARD;Pays de la Loire;1- Obligatoire;1- Oui;376;78.41;A;3-Amélioration;376;81.51;376;85.01;376;84.01;376;76.68;376;64.61;376;66.69
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;490020245;CH HAUT ANJOU SITE SEGRE  (RUE CUGNOT);Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;490532173;CH HAUT ANJOU SITE SEGRE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500000054;CENTRE HOSPITALIER D''AVRANCHES-GRANVILLE;500000021;CHAG - SITE AVRANCHES;Normandie;1- Obligatoire;1- Oui;69;70.97;C;3-Amélioration;69;72.16;69;79.08;69;77.85;69;66.86;69;61.67;69;58.77
500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;Normandie;1- Obligatoire;1- Oui;71;74.49;B;4-Non calculable;71;77.47;71;82.38;71;78.63;71;73.09;71;54.84;71;64.32
500000013;CENTRE HOSPITALIER PUBLIC DU COTENTIN;500000187;CHPC - SITE CHERBOURG;Normandie;1- Obligatoire;1- Oui;184;68.21;D;4-Non calculable;184;68.16;184;77.97;184;73.76;184;65.86;184;61.51;184;53.98
500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500000054;CENTRE HOSPITALIER D''AVRANCHES-GRANVILLE;500000260;CHAG - SITE GRANVILLE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500000112;CENTRE HOSPITALIER MEMORIAL FRANCE ETATS - UNIS;500000450;CH MEMORIAL - SAINT-LO;Normandie;1- Obligatoire;1- Oui;84;74.2;B;3-Amélioration;84;72.07;84;82.7;84;79.14;84;74.08;84;68.56;84;62.97
500000013;CENTRE HOSPITALIER PUBLIC DU COTENTIN;500000468;CHPC - SITE VALOGNES;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500000393;CH COUTANCES;500000591;CENTRE HOSPITALIER DE COUTANCES;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
500002357;POLYCLINIQUE DU COTENTIN;500002357;POLYCLINIQUE DU COTENTIN;Normandie;1- Obligatoire;1- Oui;100;77.7;A;3-Amélioration;100;82.51;100;82.51;100;82.7;100;79;100;55.21;100;67.53
510000037;CENTRE HOSPITALIER DE CHALONS EN CHAMPAGNE;510000169;CENTRE HOSPITALIER DE CHALONS;Grand Est;1- Obligatoire;1- Oui;32;63.99;D;4-Non calculable;32;59.89;32;72.79;32;70.33;32;63.96;32;53.4;32;56.15
510000185;POLYCLINIQUE DE COURLANCY;510000185;POLYCLINIQUE DE COURLANCY;Grand Est;1- Obligatoire;1- Oui;49;68.56;D;4-Non calculable;49;63.28;49;78.65;49;81.28;49;67.02;49;47.87;49;58.02
510000193;POLYCLINIQUE SAINT ANDRE;510000193;POLYCLINIQUE SAINT ANDRE;Grand Est;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
510000227;POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET;510000227;POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET;Grand Est;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
510000060;CENTRE HOSPITALIER D''EPERNAY;510000235;CENTRE HOSPITALIER D'EPERNAY;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
510000243;CLINIQUE D''EPERNAY;510000243;CLINIQUE D'EPERNAY;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
510000078;CENTRE HOSPITALIER DE VITRY LE FRANCOIS;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;Grand Est;1- Obligatoire;1- Oui;48;68.33;D;4-Non calculable;48;67;48;76.71;48;72.37;48;73.41;48;63.5;48;53.06
510000102;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
510000516;INSTITUT JEAN GODINOT CENTRE REGIONAL DE LUTTE CONTRE CANCER;510000516;INSTITUT JEAN GODINOT;Grand Est;1- Obligatoire;1- Oui;116;78.28;A;2-Stable;116;80.54;116;85.71;116;82.88;116;78.47;116;65.46;116;66.58
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510002447;HOPITAL ROBERT DEBRE CHU REIMS;Grand Est;1- Obligatoire;1- Oui;71;71.23;C;2-Stable;71;72.31;71;78.94;71;77.83;71;65.43;71;59.67;71;63.52
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510002454;HOPITAL SEBASTOPOL CHU REIMS;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510004302;HOPITAL MAISON BLANCHE CHU REIMS;Grand Est;1- Obligatoire;1- Oui;132;69.51;D;2-Stable;132;66.42;132;78.55;132;78.89;132;61.35;132;60.23;132;61.32
510012040;POLYCLINIQUE DES BLEUETS;510012040;POLYCLINIQUE DES BLEUETS;Grand Est;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
510024300;GCS MATERNITE D''EPERNAY;510024300;GCS MATERNITÉ D'ÉPERNAY;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
520780032;CENTRE HOSPITALIER DE CHAUMONT;520000027;CENTRE HOSPITALIER DE CHAUMONT;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
520780057;CENTRE HOSPITALIER DE LANGRES;520000043;CENTRE HOSPITALIER DE LANGRES;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;Grand Est;1- Obligatoire;1- Oui;84;71.8;C;2-Stable;84;72.3;84;78.15;84;76.79;84;74.22;84;65.51;84;59.16
520780156;CLINIQUE DE LA COMPASSION;520780156;CLINIQUE DE LA COMPASSION;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
520780180;CLINIQUE FRANCOIS 1ER;520780180;CLINIQUE FRANCOIS 1ER;Grand Est;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
520780214;CENTRE MEDICO CHIRURGICAL CHAUMONT LE BOIS;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;530000017;CENTRE HOSPITALIER DU HAUT ANJOU;Pays de la Loire;1- Obligatoire;1- Oui;107;74.28;B;4-Non calculable;107;74.56;107;82.01;107;77.91;107;72.16;107;69.43;107;63.22
530000074;CENTRE HOSPITALIER DU NORD MAYENNE;530000173;CENTRE HOSPITALIER NORD MAYENNE;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
530007202;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
530000371;CENTRE HOSPITALIER DE LAVAL;530000264;CENTRE HOSPITALIER DE LAVAL;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
530031962;POLYCLINIQUE DU MAINE;530031962;POLYCLINIQUE DU MAINE;Pays de la Loire;1- Obligatoire;1- Oui;49;72.56;C;4-Non calculable;49;70.06;49;80.93;49;80.69;49;68.61;49;64.87;49;62.53
540023264;CHRU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000015;CHRU NANCY - MATERNITE;Grand Est;1- Obligatoire;1- Oui;114;67.32;D;2-Stable;114;65.01;114;77.04;114;76.54;114;59.21;114;63.15;114;56.7
540000049;CENTRE HOSPITALIER SAINT CHARLES A TOUL;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
540000080;CENTRE HOSPITALIER DE LUNEVILLE;540000155;CENTRE HOSPITALIER DE LUNEVILLE;Grand Est;1- Obligatoire;1- Oui;49;72.86;C;4-Non calculable;49;68.03;49;81.97;49;80.14;49;77.83;49;54.78;49;62.51
540023264;CHRU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000163;CHRU NANCY - CENTRE EMILE GALLE;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
540000361;CLINIQUE CHIRURGICALE JEANNE D''ARC;540000361;CLINIQUE JEANNE D'ARC;Grand Est;1- Obligatoire;1- Oui;30;76.2;B;4-Non calculable;30;76.21;30;82.16;30;79.64;30;81.73;30;54.85;30;69.39
